"","Viet Nam","Venezuela (Bolivarian Republic of)","Uzbekistan","Uruguay","United States of America","Ukraine","United Kingdom","Uganda","United Arab Emirates","Turkey","Trinidad and Tobago","Thailand","United Republic of Tanzania","China, Taiwan Province of","Syrian Arab Republic","Switzerland","Sweden","Eswatini","Suriname","Sudan (former)","Spain","South Africa","Singapore","Slovakia","Slovenia","Saudi Arabia","Russian Federation","Romania","Zimbabwe","Qatar","Portugal","Poland","Philippines","Peru","Paraguay","Czechia","Panama","Norway","Nicaragua","New Zealand","The former Yugoslav Republic of Macedonia","New Caledonia","Netherlands Antilles (former)","Netherlands","Nepal","Republic of Moldova","Micronesia (Federated States of)","Mozambique","Morocco","Mongolia","Mexico","Mauritius","Malta","Maldives","Malaysia","Madagascar","China, Macao SAR","Lithuania","Lebanon","Lao People's Democratic Republic","Latvia","Kuwait","Republic of Korea","Democratic People's Republic of Korea","Cambodia","Kenya","Kyrgyzstan","Jordan","Japan","Jamaica","Kazakhstan","Italy","Israel","Ireland","Iraq","Iran (Islamic Republic of)","Indonesia","India","Iceland","Croatia","Hungary","China, Hong Kong SAR","Honduras","Guatemala","Guam","Greece","Ghana","Bosnia and Herzegovina","Germany","Gabon","French Polynesia","France","Finland","Faroe Islands","Estonia","El Salvador","Egypt","Ecuador","Dominican Republic","Denmark","Azerbaijan","Cyprus","Cuba","Costa Rica","Colombia","China, mainland","Chile","Sri Lanka","Cayman Islands","Cabo Verde","Canada","Cameroon","Myanmar","Bulgaria","Brunei Darussalam","Aruba","Brazil","Bolivia (Plurinational State of)","Bermuda","Bangladesh","Barbados","Austria","Australia","Argentina","Angola","Algeria","Albania","Afghanistan"
"Republic of Korea","0","0","0.000000","   0.00","0.000000e+00"," 0.000","0.000000e+00","0","    0.0000","      0","0","     0.0","0","    0.00","    0.00","    0.00000","    0.00000","0","0","0","    0.00","   0.0000"," 0.0000000","    0.0000"," 0.000000","0","  0.000","   0.0000","   0.000","    0.000","0.000000e+00","0.0000000","   0.000","    0.00","  0.0000","0","0","   0.000000","0","  0.0000","     0.0","0","0","     0.0000","  0.0000","0","0","   0.000","0","0"," 0.00000"," 0.0000","0","0","     0.0000"," 0.0000","0","0","0.000000","0","0","  0.000","  0.000","0","0","   0.000","0.00000000","0"," 0.000","0","    0.00","     0.00000","0","0"," 0.000","0","    0.0000","0","0","  0.0000","   0.00000"," 0.00000","0","0","0","    0.000000","0","0","     0.0000","0","0","      0.0000","0.000000","0","0","0","     0.0","0","0","0.000000e+00","0","      0","0","0","    0.00","      0","     0","0","0","0"," 0.00000","0"," 0.000","0","0","0","0.000000e+00","  0.0000","0","     0.0000","0","    0.00000","  0.0000","0","  0.0000","0","    0.00","0"
"Democratic People's Republic of Korea","0","0","0.000000","   0.00","0.000000e+00"," 0.000","0.000000e+00","0","    0.0000","      0","0","     0.0","0","    0.00","    0.00","    0.00000","    0.00000","0","0","0","    0.00","   0.0000"," 0.0000000","    0.0000"," 0.000000","0","  0.000","   0.0000","   0.000","    0.000","0.000000e+00","0.0000000","   0.000","    0.00","  0.0000","0","0","   0.000000","0","  0.0000","     0.0","0","0","     0.0000","  0.0000","0","0","   0.000","0","0"," 0.00000"," 0.0000","0","0","     0.0000"," 0.0000","0","0","0.000000","0","0","  0.000","  0.000","0","0","   0.000","0.00000000","0"," 0.000","0","    0.00","     0.00000","0","0"," 0.000","0","    0.0000","0","0","  0.0000","   0.00000"," 0.00000","0","0","0","    0.000000","0","0","     0.0000","0","0","      0.0000","0.000000","0","0","0","     0.0","0","0","0.000000e+00","0","      0","0","0","    0.00","      0","     0","0","0","0"," 0.00000","0"," 0.000","0","0","0","0.000000e+00","  0.0000","0","     0.0000","0","    0.00000","  0.0000","0","  0.0000","0","    0.00","0"
"Cambodia","0","0","0.000000","   0.00","0.000000e+00"," 0.000","0.000000e+00","0","    0.0000","      0","0","     0.0","0","    0.00","    0.00","    0.00000","    0.00000","0","0","0","    0.00","   0.0000"," 0.0000000","    0.0000"," 0.000000","0","  0.000","   0.0000","   0.000","    0.000","0.000000e+00","0.0000000","   0.000","    0.00","  0.0000","0","0","   0.000000","0","  0.0000","     0.0","0","0","     0.0000","  0.0000","0","0","   0.000","0","0"," 0.00000"," 0.0000","0","0","     0.0000"," 0.0000","0","0","0.000000","0","0","  0.000","  0.000","0","0","   0.000","0.00000000","0"," 0.000","0","    0.00","     0.00000","0","0"," 0.000","0","    0.0000","0","0","  0.0000","   0.00000"," 0.00000","0","0","0","    0.000000","0","0","     0.0000","0","0","      0.0000","0.000000","0","0","0","     0.0","0","0","0.000000e+00","0","      0","0","0","    0.00","      0","     0","0","0","0"," 0.00000","0"," 0.000","0","0","0","0.000000e+00","  0.0000","0","     0.0000","0","    0.00000","  0.0000","0","  0.0000","0","    0.00","0"
"Kenya","0","0","0.000000","   0.00","0.000000e+00"," 0.000","0.000000e+00","0","    0.0000","      0","0","     0.0","0","    0.00","    0.00","    0.00000","    0.00000","0","0","0","    0.00","   0.0000"," 0.0000000","    0.0000"," 0.000000","0","  0.000","   0.0000","   0.000","    0.000","0.000000e+00","0.0000000","   0.000","    0.00","  0.0000","0","0","   0.000000","0","  0.0000","     0.0","0","0","     0.0000","  0.0000","0","0","   0.000","0","0"," 0.00000"," 0.0000","0","0","     0.0000"," 0.0000","0","0","0.000000","0","0","  0.000","  0.000","0","0","   0.000","0.00000000","0"," 0.000","0","    0.00","     0.00000","0","0"," 0.000","0","    0.0000","0","0","  0.0000","   0.00000"," 0.00000","0","0","0","    0.000000","0","0","     0.0000","0","0","      0.0000","0.000000","0","0","0","     0.0","0","0","0.000000e+00","0","      0","0","0","    0.00","      0","     0","0","0","0"," 0.00000","0"," 0.000","0","0","0","0.000000e+00","  0.0000","0","     0.0000","0","    0.00000","  0.0000","0","  0.0000","0","    0.00","0"
"Kyrgyzstan","0","0","0.000000","   0.00","0.000000e+00"," 0.000","0.000000e+00","0","    0.0000","      0","0","     0.0","0","    0.00","    0.00","    0.00000","    0.00000","0","0","0","    0.00","   0.0000"," 0.0000000","    0.0000"," 0.000000","0","  0.000","   0.0000","   0.000","    0.000","0.000000e+00","0.0000000","   0.000","    0.00","  0.0000","0","0","   0.000000","0","  0.0000","     0.0","0","0","     0.0000","  0.0000","0","0","   0.000","0","0"," 0.00000"," 0.0000","0","0","     0.0000"," 0.0000","0","0","0.000000","0","0","  0.000","  0.000","0","0","   0.000","0.00000000","0"," 0.000","0","92253.66","     0.00000","0","0"," 0.000","0","    0.0000","0","0","  0.0000","   0.00000"," 0.00000","0","0","0","    0.000000","0","0","     0.0000","0","0","      0.0000","0.000000","0","0","0","     0.0","0","0","0.000000e+00","0","      0","0","0","    0.00","      0","     0","0","0","0"," 0.00000","0"," 0.000","0","0","0","0.000000e+00","  0.0000","0","     0.0000","0","    0.00000","  0.0000","0","  0.0000","0","    0.00","0"
"Jordan","0","0","0.000000","   0.00","0.000000e+00"," 0.000","0.000000e+00","0","    0.0000","      0","0","     0.0","0","    0.00","    0.00","    0.00000","    0.00000","0","0","0","    0.00","   0.0000"," 0.0000000","    0.0000"," 0.000000","0","  0.000","   0.0000","   0.000","    0.000","0.000000e+00","0.0000000","   0.000","    0.00","  0.0000","0","0","   0.000000","0","  0.0000","     0.0","0","0","     0.0000","  0.0000","0","0","   0.000","0","0"," 0.00000"," 0.0000","0","0","     0.0000"," 0.0000","0","0","0.000000","0","0","  0.000","  0.000","0","0","   0.000","0.00000000","0"," 0.000","0","    0.00","     0.00000","0","0"," 0.000","0","    0.0000","0","0","  0.0000","   0.00000"," 0.00000","0","0","0","    0.000000","0","0","     0.0000","0","0","      0.0000","0.000000","0","0","0","     0.0","0","0","0.000000e+00","0","      0","0","0","    0.00","      0","     0","0","0","0"," 0.00000","0"," 0.000","0","0","0","0.000000e+00","  0.0000","0","     0.0000","0","    0.00000","  0.0000","0","  0.0000","0","    0.00","0"
"Japan","0","0","0.000000","   0.00","0.000000e+00"," 0.000","0.000000e+00","0","    0.0000","      0","0","     0.0","0","    0.00","    0.00","    0.00000","    0.00000","0","0","0","    0.00","   0.0000"," 0.0000000","    0.0000"," 0.000000","0","  0.000","   0.0000","   0.000","    0.000","0.000000e+00","0.0000000","   0.000","    0.00","  0.0000","0","0","   0.000000","0","  0.0000","     0.0","0","0","     0.0000","  0.0000","0","0","   0.000","0","0"," 0.00000"," 0.0000","0","0","     0.0000"," 0.0000","0","0","0.000000","0","0","  0.000","  0.000","0","0","   0.000","0.00000000","0"," 0.000","0","    0.00","     0.00000","0","0"," 0.000","0","    0.0000","0","0","  0.0000","   0.00000"," 0.00000","0","0","0","    0.000000","0","0","     0.0000","0","0","      0.0000","0.000000","0","0","0","     0.0","0","0","0.000000e+00","0","      0","0","0","    0.00","      0","     0","0","0","0"," 0.00000","0"," 0.000","0","0","0","0.000000e+00","  0.0000","0","     0.0000","0","    0.00000","  0.0000","0","  0.0000","0","    0.00","0"
"Jamaica","0","0","0.000000","   0.00","0.000000e+00"," 0.000","0.000000e+00","0","    0.0000","      0","0","     0.0","0","    0.00","    0.00","    0.00000","    0.00000","0","0","0","    0.00","   0.0000"," 0.0000000","    0.0000"," 0.000000","0","  0.000","   0.0000","   0.000","    0.000","0.000000e+00","0.0000000","   0.000","    0.00","  0.0000","0","0","   0.000000","0","  0.0000","     0.0","0","0","     0.0000","  0.0000","0","0","   0.000","0","0"," 0.00000"," 0.0000","0","0","     0.0000"," 0.0000","0","0","0.000000","0","0","  0.000","  0.000","0","0","   0.000","0.00000000","0"," 0.000","0","    0.00","     0.00000","0","0"," 0.000","0","    0.0000","0","0","  0.0000","   0.00000"," 0.00000","0","0","0","    0.000000","0","0","     0.0000","0","0","      0.0000","0.000000","0","0","0","     0.0","0","0","0.000000e+00","0","      0","0","0","    0.00","      0","     0","0","0","0"," 0.00000","0"," 0.000","0","0","0","0.000000e+00","  0.0000","0","     0.0000","0","    0.00000","  0.0000","0","  0.0000","0","    0.00","0"
"Kazakhstan","0","0","1.063963","   0.00","0.000000e+00"," 0.000","0.000000e+00","0","    0.0000","      0","0","     0.0","0","    0.00","    0.00","    0.00000","    0.00000","0","0","0","    0.00","   0.0000"," 0.0000000","    0.0000"," 0.000000","0","  0.000","   0.0000","   0.000","    0.000","0.000000e+00","0.0000000","   0.000","    0.00","  0.0000","0","0","   0.000000","0","  0.0000","     0.0","0","0","     0.0000","  0.0000","0","0","   0.000","0","0"," 0.00000"," 0.0000","0","0","     0.0000"," 0.0000","0","0","0.000000","0","0","  0.000","  0.000","0","0","   0.000","0.01404056","0"," 0.000","0","    0.00","     0.00000","0","0"," 0.000","0","    0.0000","0","0","  0.0000","   0.00000"," 0.00000","0","0","0","    0.000000","0","0","     0.0000","0","0","      0.0000","0.000000","0","0","0","     0.0","0","0","0.000000e+00","0","      0","0","0","    0.00","      0","     0","0","0","0"," 0.00000","0"," 0.000","0","0","0","0.000000e+00","  0.0000","0","     0.0000","0","    0.00000","  0.0000","0","  0.0000","0","    0.00","0"
"Italy","0","0","0.000000","   0.00","0.000000e+00"," 0.000","2.254082e+05","0","    0.0000","      0","0","     0.0","0","    0.00","    0.00","52359.35765","26458.60996","0","0","0","28450.98","   0.0000"," 0.0000000","11603.5350","31.877843","0","  0.000","1848.9149","   0.000","    0.000","4.781676e+02","0.0000000","   0.000","    0.00","  0.0000","0","0","   0.000000","0","  0.0000","     0.0","0","0","  2900.8837","  0.0000","0","0","   0.000","0","0"," 0.00000"," 0.0000","0","0","     0.0000"," 0.0000","0","0","0.000000","0","0","  0.000","  0.000","0","0","   0.000","0.00000000","0"," 0.000","0","    0.00","     0.00000","0","0"," 0.000","0","    0.0000","0","0","  0.0000","   0.00000"," 0.00000","0","0","0"," 7586.926710","0","0","181576.1956","0","0","  53331.6319","0.000000","0","0","0","     0.0","0","0","1.534918e+05","0","      0","0","0","    0.00","      0","     0","0","0","0"," 0.00000","0"," 0.000","0","0","0","0.000000e+00","  0.0000","0","     0.0000","0","62592.14536","  0.0000","0","  0.0000","0","    0.00","0"
"Israel","0","0","0.000000","   0.00","0.000000e+00"," 0.000","0.000000e+00","0","    0.0000","      0","0","     0.0","0","    0.00","    0.00","    0.00000","    0.00000","0","0","0","    0.00","   0.0000"," 0.0000000","    0.0000"," 0.000000","0","  0.000","   0.0000","   0.000","    0.000","0.000000e+00","0.0000000","   0.000","    0.00","  0.0000","0","0","   0.000000","0","  0.0000","     0.0","0","0","     0.0000","  0.0000","0","0","   0.000","0","0"," 0.00000"," 0.0000","0","0","     0.0000"," 0.0000","0","0","0.000000","0","0","  0.000","  0.000","0","0","   0.000","0.00000000","0"," 0.000","0","    0.00","     0.00000","0","0"," 0.000","0","    0.0000","0","0","  0.0000","   0.00000"," 0.00000","0","0","0","    0.000000","0","0","     0.0000","0","0","      0.0000","0.000000","0","0","0","     0.0","0","0","0.000000e+00","0","      0","0","0","    0.00","      0","     0","0","0","0"," 0.00000","0"," 0.000","0","0","0","0.000000e+00","  0.0000","0","     0.0000","0","    0.00000","  0.0000","0","  0.0000","0","    0.00","0"
"Ireland","0","0","0.000000","   0.00","0.000000e+00"," 0.000","0.000000e+00","0","    0.0000","      0","0","     0.0","0","    0.00","    0.00","    0.00000","    0.00000","0","0","0","    0.00","   0.0000"," 0.0000000","    0.0000"," 0.000000","0","  0.000","   0.0000","   0.000","    0.000","0.000000e+00","0.0000000","   0.000","    0.00","  0.0000","0","0","   0.000000","0","  0.0000","     0.0","0","0","     0.0000","  0.0000","0","0","   0.000","0","0"," 0.00000"," 0.0000","0","0","     0.0000"," 0.0000","0","0","0.000000","0","0","  0.000","  0.000","0","0","   0.000","0.00000000","0"," 0.000","0","    0.00","     0.00000","0","0"," 0.000","0","    0.0000","0","0","  0.0000","   0.00000"," 0.00000","0","0","0","    0.000000","0","0","     0.0000","0","0","      0.0000","0.000000","0","0","0","     0.0","0","0","0.000000e+00","0","      0","0","0","    0.00","      0","     0","0","0","0"," 0.00000","0"," 0.000","0","0","0","0.000000e+00","  0.0000","0","     0.0000","0","    0.00000","  0.0000","0","  0.0000","0","    0.00","0"
"Iraq","0","0","0.000000","   0.00","0.000000e+00"," 0.000","0.000000e+00","0","    0.0000","      0","0","     0.0","0","    0.00","    0.00","    0.00000","    0.00000","0","0","0","    0.00","   0.0000"," 0.0000000","    0.0000"," 0.000000","0","  0.000","   0.0000","   0.000","    0.000","0.000000e+00","0.0000000","   0.000","    0.00","  0.0000","0","0","   0.000000","0","  0.0000","     0.0","0","0","     0.0000","  0.0000","0","0","   0.000","0","0"," 0.00000"," 0.0000","0","0","     0.0000"," 0.0000","0","0","0.000000","0","0","  0.000","  0.000","0","0","   0.000","0.00000000","0"," 0.000","0","    0.00","     0.00000","0","0"," 0.000","0","    0.0000","0","0","  0.0000","   0.00000"," 0.00000","0","0","0","    0.000000","0","0","     0.0000","0","0","      0.0000","0.000000","0","0","0","     0.0","0","0","0.000000e+00","0","      0","0","0","    0.00","      0","     0","0","0","0"," 0.00000","0"," 0.000","0","0","0","0.000000e+00","  0.0000","0","     0.0000","0","    0.00000","  0.0000","0","  0.0000","0","    0.00","0"
"Iran (Islamic Republic of)","0","0","0.000000","   0.00","0.000000e+00"," 0.000","0.000000e+00","0","    0.0000","      0","0","     0.0","0","    0.00","    0.00","    0.00000","    0.00000","0","0","0","    0.00","   0.0000"," 0.0000000","    0.0000"," 0.000000","0","  0.000","   0.0000","   0.000","    0.000","0.000000e+00","0.0000000","   0.000","    0.00","  0.0000","0","0","   0.000000","0","  0.0000","     0.0","0","0","     0.0000","  0.0000","0","0","   0.000","0","0"," 0.00000"," 0.0000","0","0","     0.0000"," 0.0000","0","0","0.000000","0","0","  0.000","  0.000","0","0","   0.000","0.00000000","0"," 0.000","0","    0.00","     0.00000","0","0"," 0.000","0","    0.0000","0","0","  0.0000","   0.00000"," 0.00000","0","0","0","    0.000000","0","0","     0.0000","0","0","      0.0000","0.000000","0","0","0","     0.0","0","0","0.000000e+00","0","      0","0","0","    0.00","      0","     0","0","0","0"," 0.00000","0"," 0.000","0","0","0","0.000000e+00","  0.0000","0","     0.0000","0","    0.00000","  0.0000","0","  0.0000","0","    0.00","0"
"Indonesia","0","0","0.000000","   0.00","0.000000e+00"," 0.000","0.000000e+00","0","    0.0000","      0","0","     0.0","0","    0.00","    0.00","    0.00000","    0.00000","0","0","0","    0.00","   0.0000"," 0.0000000","    0.0000"," 0.000000","0","  0.000","   0.0000","   0.000","    0.000","0.000000e+00","0.0000000","   0.000","    0.00","  0.0000","0","0","   0.000000","0","  0.0000","     0.0","0","0","     0.0000","  0.0000","0","0","   0.000","0","0"," 0.00000"," 0.0000","0","0","     0.0000"," 0.0000","0","0","0.000000","0","0","  0.000","  0.000","0","0","   0.000","0.00000000","0"," 0.000","0","    0.00","     0.00000","0","0"," 0.000","0","    0.0000","0","0","  0.0000","   0.00000"," 0.00000","0","0","0","    0.000000","0","0","     0.0000","0","0","      0.0000","0.000000","0","0","0","     0.0","0","0","0.000000e+00","0","      0","0","0","    0.00","      0","     0","0","0","0"," 0.00000","0"," 0.000","0","0","0","0.000000e+00","  0.0000","0","     0.0000","0","    0.00000","  0.0000","0","  0.0000","0","    0.00","0"
"India","0","0","0.000000","   0.00","4.794400e+02","29.965","1.408355e+02","0","  818.0445","      0","0","     0.0","0","    0.00","    0.00","    0.00000","    0.00000","0","0","0","    0.00","   8.9895","83.9019984","    0.0000"," 0.000000","0","425.503","  50.9405","   0.000","   11.986","0.000000e+00","0.0000000","  71.916","    0.00","  0.0000","0","0","   2.996500","0","146.8285","     0.0","0","0","    20.9755","590.3105","0","0","   0.000","0","0"," 0.00000","92.8915","0","0","    86.8985"," 0.0000","0","0","0.000000","0","0","149.825","281.671","0","0"," 119.860","0.00000000","0","35.958","0","    0.00","    20.97550","0","0","29.965","0","  134.8425","0","0","  0.0000","   0.00000"," 0.00000","0","0","0","    0.000000","0","0","     0.0000","0","0","      2.9965","0.000000","0","0","0","     0.0","0","0","0.000000e+00","0","      0","0","0","    0.00","      0","     0","0","0","0"," 8.98950","0","11.986","0","0","0","0.000000e+00","  0.0000","0","    44.9475","0","    0.00000","500.4155","0","  0.0000","0","    0.00","0"
"Iceland","0","0","0.000000","   0.00","0.000000e+00"," 0.000","0.000000e+00","0","    0.0000","      0","0","     0.0","0","    0.00","    0.00","    0.00000","    0.00000","0","0","0","    0.00","   0.0000"," 0.0000000","    0.0000"," 0.000000","0","  0.000","   0.0000","   0.000","    0.000","0.000000e+00","0.0000000","   0.000","    0.00","  0.0000","0","0","   0.000000","0","  0.0000","     0.0","0","0","     0.0000","  0.0000","0","0","   0.000","0","0"," 0.00000"," 0.0000","0","0","     0.0000"," 0.0000","0","0","0.000000","0","0","  0.000","  0.000","0","0","   0.000","0.00000000","0"," 0.000","0","    0.00","     0.00000","0","0"," 0.000","0","    0.0000","0","0","  0.0000","   0.00000"," 0.00000","0","0","0","    0.000000","0","0","     0.0000","0","0","      0.0000","0.000000","0","0","0","     0.0","0","0","0.000000e+00","0","      0","0","0","    0.00","      0","     0","0","0","0"," 0.00000","0"," 0.000","0","0","0","0.000000e+00","  0.0000","0","     0.0000","0","    0.00000","  0.0000","0","  0.0000","0","    0.00","0"
"Croatia","0","0","0.000000","   0.00","0.000000e+00"," 0.000","0.000000e+00","0","    0.0000","      0","0","     0.0","0","    0.00","    0.00","    0.00000","    0.00000","0","0","0","    0.00","   0.0000"," 0.0000000","    0.0000"," 0.000000","0","  0.000","   0.0000","   0.000","    0.000","0.000000e+00","0.0000000","   0.000","    0.00","  0.0000","0","0","   0.000000","0","  0.0000","     0.0","0","0","     0.0000","  0.0000","0","0","   0.000","0","0"," 0.00000"," 0.0000","0","0","     0.0000"," 0.0000","0","0","0.000000","0","0","  0.000","  0.000","0","0","   0.000","0.00000000","0"," 0.000","0","    0.00","     0.00000","0","0"," 0.000","0","    0.0000","0","0","  0.0000","   0.00000"," 0.00000","0","0","0","    0.000000","0","0","     0.0000","0","0","      0.0000","0.000000","0","0","0","     0.0","0","0","0.000000e+00","0","      0","0","0","    0.00","      0","     0","0","0","0"," 0.00000","0"," 0.000","0","0","0","0.000000e+00","  0.0000","0","     0.0000","0","    0.00000","  0.0000","0","  0.0000","0","    0.00","0"
"Hungary","0","0","0.000000","   0.00","0.000000e+00"," 0.000","0.000000e+00","0","    0.0000","      0","0","     0.0","0","    0.00","    0.00","   40.64562","    0.00000","0","0","0","    0.00","   0.0000"," 0.0000000","  820.1823"," 3.304522","0","  0.000"," 159.2779","   0.000","    0.000","0.000000e+00","0.0000000","   0.000","    0.00","  0.0000","0","0","   0.000000","0","  0.0000","     0.0","0","0","     0.0000","  0.0000","0","0","   0.000","0","0"," 0.00000"," 0.0000","0","0","     0.0000"," 0.0000","0","0","0.000000","0","0","  0.000","  0.000","0","0","   0.000","0.00000000","0"," 0.000","0","    0.00","    75.67355","0","0"," 0.000","0","    0.0000","0","0","116.9801","   0.00000"," 0.00000","0","0","0","    0.000000","0","0","   597.4575","0","0","      0.0000","0.000000","0","0","0","     0.0","0","0","0.000000e+00","0","      0","0","0","    0.00","      0","     0","0","0","0"," 0.00000","0"," 0.000","0","0","0","0.000000e+00","  0.0000","0","     0.0000","0","   80.63033","  0.0000","0","  0.0000","0","    0.00","0"
"China, Hong Kong SAR","0","0","0.000000","   0.00","0.000000e+00"," 0.000","0.000000e+00","0","    0.0000","      0","0","     0.0","0","    0.00","    0.00","    0.00000","    0.00000","0","0","0","    0.00","   0.0000"," 0.0000000","    0.0000"," 0.000000","0","  0.000","   0.0000","   0.000","    0.000","0.000000e+00","0.0000000","   0.000","    0.00","  0.0000","0","0","   0.000000","0","  0.0000","     0.0","0","0","     0.0000","  0.0000","0","0","   0.000","0","0"," 0.00000"," 0.0000","0","0","     0.0000"," 0.0000","0","0","0.000000","0","0","  0.000","  0.000","0","0","   0.000","0.00000000","0"," 0.000","0","    0.00","     0.00000","0","0"," 0.000","0","    0.0000","0","0","  0.0000","   0.00000"," 0.00000","0","0","0","    0.000000","0","0","     0.0000","0","0","      0.0000","0.000000","0","0","0","     0.0","0","0","0.000000e+00","0","      0","0","0","    0.00","      0","     0","0","0","0"," 0.00000","0"," 0.000","0","0","0","0.000000e+00","  0.0000","0","     0.0000","0","    0.00000","  0.0000","0","  0.0000","0","    0.00","0"
"Honduras","0","0","0.000000","   0.00","0.000000e+00"," 0.000","0.000000e+00","0","    0.0000","      0","0","     0.0","0","    0.00","    0.00","    0.00000","    0.00000","0","0","0","    0.00","   0.0000"," 0.0000000","    0.0000"," 0.000000","0","  0.000","   0.0000","   0.000","    0.000","0.000000e+00","0.0000000","   0.000","    0.00","  0.0000","0","0","   0.000000","0","  0.0000","     0.0","0","0","     0.0000","  0.0000","0","0","   0.000","0","0"," 0.00000"," 0.0000","0","0","     0.0000"," 0.0000","0","0","0.000000","0","0","  0.000","  0.000","0","0","   0.000","0.00000000","0"," 0.000","0","    0.00","     0.00000","0","0"," 0.000","0","    0.0000","0","0","  0.0000","   0.00000"," 0.00000","0","0","0","    0.000000","0","0","     0.0000","0","0","      0.0000","0.000000","0","0","0","     0.0","0","0","0.000000e+00","0","      0","0","0","    0.00","      0","     0","0","0","0"," 0.00000","0"," 0.000","0","0","0","0.000000e+00","  0.0000","0","     0.0000","0","    0.00000","  0.0000","0","  0.0000","0","    0.00","0"
"Guatemala","0","0","0.000000","   0.00","0.000000e+00"," 0.000","0.000000e+00","0","    0.0000","      0","0","     0.0","0","    0.00","    0.00","    0.00000","    0.00000","0","0","0","    0.00","   0.0000"," 0.0000000","    0.0000"," 0.000000","0","  0.000","   0.0000","   0.000","    0.000","0.000000e+00","0.0000000","   0.000","    0.00","  0.0000","0","0","   0.000000","0","  0.0000","     0.0","0","0","     0.0000","  0.0000","0","0","   0.000","0","0"," 0.00000"," 0.0000","0","0","     0.0000"," 0.0000","0","0","0.000000","0","0","  0.000","  0.000","0","0","   0.000","0.00000000","0"," 0.000","0","    0.00","     0.00000","0","0"," 0.000","0","    0.0000","0","0","  0.0000","   0.00000"," 0.00000","0","0","0","    0.000000","0","0","     0.0000","0","0","      0.0000","0.000000","0","0","0","     0.0","0","0","0.000000e+00","0","      0","0","0","    0.00","      0","     0","0","0","0"," 0.00000","0"," 0.000","0","0","0","0.000000e+00","  0.0000","0","     0.0000","0","    0.00000","  0.0000","0","  0.0000","0","    0.00","0"
"Guam","0","0","0.000000","   0.00","0.000000e+00"," 0.000","0.000000e+00","0","    0.0000","      0","0","     0.0","0","    0.00","    0.00","    0.00000","    0.00000","0","0","0","    0.00","   0.0000"," 0.0000000","    0.0000"," 0.000000","0","  0.000","   0.0000","   0.000","    0.000","0.000000e+00","0.0000000","   0.000","    0.00","  0.0000","0","0","   0.000000","0","  0.0000","     0.0","0","0","     0.0000","  0.0000","0","0","   0.000","0","0"," 0.00000"," 0.0000","0","0","     0.0000"," 0.0000","0","0","0.000000","0","0","  0.000","  0.000","0","0","   0.000","0.00000000","0"," 0.000","0","    0.00","     0.00000","0","0"," 0.000","0","    0.0000","0","0","  0.0000","   0.00000"," 0.00000","0","0","0","    0.000000","0","0","     0.0000","0","0","      0.0000","0.000000","0","0","0","     0.0","0","0","0.000000e+00","0","      0","0","0","    0.00","      0","     0","0","0","0"," 0.00000","0"," 0.000","0","0","0","0.000000e+00","  0.0000","0","     0.0000","0","    0.00000","  0.0000","0","  0.0000","0","    0.00","0"
"Greece","0","0","0.000000","   0.00","0.000000e+00"," 0.000","0.000000e+00","0","    0.0000","      0","0","     0.0","0","    0.00","    0.00","    0.00000","    0.00000","0","0","0","    0.00","   0.0000"," 0.0000000","    0.0000"," 0.000000","0","  0.000","   0.0000","   0.000","    0.000","0.000000e+00","0.0000000","   0.000","    0.00","  0.0000","0","0","   0.000000","0","  0.0000","149066.7","0","0","     0.0000","  0.0000","0","0","   0.000","0","0"," 0.00000"," 0.0000","0","0","     0.0000"," 0.0000","0","0","0.000000","0","0","  0.000","  0.000","0","0","   0.000","0.00000000","0"," 0.000","0","    0.00","     0.00000","0","0"," 0.000","0","    0.0000","0","0","  0.0000","   0.00000"," 0.00000","0","0","0","    0.000000","0","0","     0.0000","0","0","      0.0000","0.000000","0","0","0","     0.0","0","0","0.000000e+00","0","2194400","0","0","    0.00","      0","     0","0","0","0"," 0.00000","0"," 0.000","0","0","0","0.000000e+00","  0.0000","0","     0.0000","0","    0.00000","  0.0000","0","  0.0000","0","34666.67","0"
"Ghana","0","0","0.000000","   0.00","0.000000e+00"," 0.000","0.000000e+00","0","    0.0000","      0","0","     0.0","0","    0.00","    0.00","    0.00000","    0.00000","0","0","0","    0.00","   0.0000"," 0.0000000","    0.0000"," 0.000000","0","  0.000","   0.0000","   0.000","    0.000","0.000000e+00","0.0000000","   0.000","    0.00","  0.0000","0","0","   0.000000","0","  0.0000","     0.0","0","0","     0.0000","  0.0000","0","0","   0.000","0","0"," 0.00000"," 0.0000","0","0","     0.0000"," 0.0000","0","0","0.000000","0","0","  0.000","  0.000","0","0","   0.000","0.00000000","0"," 0.000","0","    0.00","     0.00000","0","0"," 0.000","0","    0.0000","0","0","  0.0000","   0.00000"," 0.00000","0","0","0","    0.000000","0","0","     0.0000","0","0","      0.0000","0.000000","0","0","0","     0.0","0","0","0.000000e+00","0","      0","0","0","    0.00","      0","     0","0","0","0"," 0.00000","0"," 0.000","0","0","0","0.000000e+00","  0.0000","0","     0.0000","0","    0.00000","  0.0000","0","  0.0000","0","    0.00","0"
