"","Trinidad and Tobago","Thailand","United Republic of Tanzania","China, Taiwan Province of","Turkmenistan","Syrian Arab Republic","Switzerland","Sweden","Eswatini","Suriname","Sudan (former)","Spain","South Africa","Singapore","Slovakia","Slovenia","Saudi Arabia","Russian Federation","Romania","Zimbabwe","Qatar","Guinea-Bissau","Portugal","Poland","Philippines","Peru","Paraguay","Papua New Guinea","Czechia","Panama","Norway","Nicaragua","New Zealand","The former Yugoslav Republic of Macedonia","New Caledonia","Netherlands Antilles (former)","Netherlands","Nepal","Republic of Moldova","Mozambique","Morocco","Mongolia","Mexico","Mauritius","Mauritania","Malta","Maldives","Malaysia","Malawi","Madagascar","China, Macao SAR","Lithuania","Libya","Lebanon","Latvia","Kuwait","Republic of Korea","Democratic People's Republic of Korea","Cambodia","Kenya","Kyrgyzstan","Jordan","Japan","Jamaica","Kazakhstan","Côte d'Ivoire","Italy","Israel","Ireland","Iraq","Iran (Islamic Republic of)","Indonesia","India","Iceland","Croatia","Hungary","China, Hong Kong SAR","Honduras","Guatemala","Guam","Greece","Ghana","Bosnia and Herzegovina","Germany","Gabon","French Polynesia","France","Finland","Fiji","Faroe Islands","Estonia","El Salvador","Egypt","Ecuador","Dominican Republic","Denmark","Azerbaijan","Cyprus","Cuba","Costa Rica","Congo","Colombia","China, mainland","Chile","Sri Lanka","Cayman Islands","Cabo Verde","Canada","Cameroon","Myanmar","Bulgaria","Brunei Darussalam","Aruba","Brazil","Bolivia (Plurinational State of)","Bermuda","Bangladesh","Barbados","Austria","Australia","Argentina","Angola","Algeria","Afghanistan"
"Kenya"," 0.00000","    0.000000"," 0.00000","    0.0000","0","     0.00","    0.000","    0.000000","0","0","0","    0.000"," 0.0000000","   0.00000","    0.00000"," 0.0000000","  0.0000000"," 0.00000","     0.00000","0","  0.0000","0","0.000000e+00","0","   0.000","    0.00","   0.000","0","  0.0000","0"," 0.00000","0"," 0.00000","0","0","0.000000","   0.00000","   0.000","  0.0000","  0.0000","   0.00000","0","0"," 0.00000","0","0","0","     0.0000","0","0","0","0.0000000","0","0.000000","    0.00"," 0.00000"," 0.00000","0","0","0","0","0.000000","  0.00000","0","0","0.0000000","     0.00000","0","   0.0000","0","     0.0","     0.0000","0","0","0.0000000","0.000000e+00","0.000000","0","0","0","0.000000e+00"," 0.00000","   0.0000","0.000000e+00","0","0","      0.000","   0.000000"," 0.00000","0","  0.0000","0","0.000000e+00","0","0","0.000000e+00","0","   0.000","0","0","0","     0.0","0.000000e+00","    0","   0.000","0","0","    0.0000","0","0","     0.0","0","0","  0.0000","   0.000","0","  0.0000","0","     0.00000"," 0.00000","0","0","0","0"
"Kyrgyzstan"," 0.00000","    0.000000"," 0.00000","    0.0000","0","     0.00","    0.000","    0.000000","0","0","0","    0.000"," 0.0000000","   0.00000","    0.00000"," 0.0000000","  0.0000000"," 0.00000","     0.00000","0","  0.0000","0","0.000000e+00","0","   0.000","    0.00","   0.000","0","  0.0000","0"," 0.00000","0"," 0.00000","0","0","0.000000","   0.00000","   0.000","  0.0000","  0.0000","   0.00000","0","0"," 0.00000","0","0","0","     0.0000","0","0","0","0.0000000","0","0.000000","    0.00"," 0.00000"," 0.00000","0","0","0","0","0.000000","  0.00000","0","0","0.0000000","     0.00000","0","   0.0000","0","     0.0","     0.0000","0","0","0.0000000","0.000000e+00","0.000000","0","0","0","0.000000e+00"," 0.00000","   0.0000","0.000000e+00","0","0","      0.000","   0.000000"," 0.00000","0","  0.0000","0","0.000000e+00","0","0","0.000000e+00","0","   0.000","0","0","0","     0.0","0.000000e+00","    0","   0.000","0","0","    0.0000","0","0","     0.0","0","0","  0.0000","   0.000","0","  0.0000","0","     0.00000"," 0.00000","0","0","0","0"
"Jordan"," 0.00000","    0.000000"," 0.00000","    0.0000","0","     0.00","    0.000","    0.000000","0","0","0","    0.000"," 0.0000000","   0.00000","    0.00000"," 0.0000000","  0.0000000"," 0.00000","     0.00000","0","  0.0000","0","0.000000e+00","0","   0.000","    0.00","   0.000","0","  0.0000","0"," 0.00000","0"," 0.00000","0","0","0.000000","   0.00000","   0.000","  0.0000","  0.0000","   0.00000","0","0"," 0.00000","0","0","0","     0.0000","0","0","0","0.0000000","0","0.000000","    0.00"," 0.00000"," 0.00000","0","0","0","0","0.000000","  0.00000","0","0","0.0000000","     0.00000","0","   0.0000","0","     0.0","     0.0000","0","0","0.0000000","0.000000e+00","0.000000","0","0","0","0.000000e+00"," 0.00000","   0.0000","0.000000e+00","0","0","      0.000","   0.000000"," 0.00000","0","  0.0000","0","0.000000e+00","0","0","0.000000e+00","0","   0.000","0","0","0","     0.0","0.000000e+00","    0","   0.000","0","0","    0.0000","0","0","     0.0","0","0","  0.0000","   0.000","0","  0.0000","0","     0.00000"," 0.00000","0","0","0","0"
"Japan"," 0.00000","    0.000000"," 0.00000","    0.0000","0","     0.00","    0.000","    0.000000","0","0","0","    0.000"," 0.0000000","   0.00000","    0.00000"," 0.0000000","  0.0000000"," 0.00000","     0.00000","0","  0.0000","0","0.000000e+00","0","   0.000","    0.00","   0.000","0","  0.0000","0"," 0.00000","0"," 0.00000","0","0","0.000000","   0.00000","   0.000","  0.0000","  0.0000","   0.00000","0","0"," 0.00000","0","0","0","     0.0000","0","0","0","0.0000000","0","0.000000","    0.00"," 0.00000"," 0.00000","0","0","0","0","0.000000","  0.00000","0","0","0.0000000","     0.00000","0","   0.0000","0","     0.0","     0.0000","0","0","0.0000000","0.000000e+00","0.000000","0","0","0","0.000000e+00"," 0.00000","   0.0000","0.000000e+00","0","0","      0.000","   0.000000"," 0.00000","0","  0.0000","0","0.000000e+00","0","0","0.000000e+00","0","   0.000","0","0","0","     0.0","0.000000e+00","    0","   0.000","0","0","    0.0000","0","0","     0.0","0","0","  0.0000","   0.000","0","  0.0000","0","     0.00000"," 0.00000","0","0","0","0"
"Jamaica"," 0.00000","    0.000000"," 0.00000","    0.0000","0","     0.00","    0.000","    0.000000","0","0","0","    0.000"," 0.0000000","   0.00000","    0.00000"," 0.0000000","  0.0000000"," 0.00000","     0.00000","0","  0.0000","0","0.000000e+00","0","   0.000","    0.00","   0.000","0","  0.0000","0"," 0.00000","0"," 0.00000","0","0","0.000000","   0.00000","   0.000","  0.0000","  0.0000","   0.00000","0","0"," 0.00000","0","0","0","     0.0000","0","0","0","0.0000000","0","0.000000","    0.00"," 0.00000"," 0.00000","0","0","0","0","0.000000","  0.00000","0","0","0.0000000","     0.00000","0","   0.0000","0","     0.0","     0.0000","0","0","0.0000000","0.000000e+00","0.000000","0","0","0","0.000000e+00"," 0.00000","   0.0000","0.000000e+00","0","0","      0.000","   0.000000"," 0.00000","0","  0.0000","0","0.000000e+00","0","0","0.000000e+00","0","   0.000","0","0","0","     0.0","0.000000e+00","    0","   0.000","0","0","    0.0000","0","0","     0.0","0","0","  0.0000","   0.000","0","  0.0000","0","     0.00000"," 0.00000","0","0","0","0"
"Kazakhstan"," 0.00000","    0.000000"," 0.00000","    0.0000","0","     0.00","    0.000","    0.000000","0","0","0","    0.000"," 0.0000000","   0.00000","    0.00000"," 0.0000000","  0.0000000"," 0.00000","     0.00000","0","  0.0000","0","0.000000e+00","0","   0.000","    0.00","   0.000","0","  0.0000","0"," 0.00000","0"," 0.00000","0","0","0.000000","   0.00000","   0.000","  0.0000","  0.0000","   0.00000","0","0"," 0.00000","0","0","0","     0.0000","0","0","0","0.0000000","0","0.000000","    0.00"," 0.00000"," 0.00000","0","0","0","0","0.000000","  0.00000","0","0","0.0000000","     0.00000","0","   0.0000","0","     0.0","     0.0000","0","0","0.0000000","0.000000e+00","0.000000","0","0","0","0.000000e+00"," 0.00000","   0.0000","0.000000e+00","0","0","      0.000","   0.000000"," 0.00000","0","  0.0000","0","0.000000e+00","0","0","0.000000e+00","0","   0.000","0","0","0","     0.0","0.000000e+00","    0","   0.000","0","0","    0.0000","0","0","     0.0","0","0","  0.0000","   0.000","0","  0.0000","0","     0.00000"," 0.00000","0","0","0","0"
"Côte d'Ivoire"," 0.00000","    0.000000"," 0.00000","    0.0000","0","     0.00","    0.000","    0.000000","0","0","0","    0.000"," 0.0000000","   0.00000","    0.00000"," 0.0000000","  0.0000000"," 0.00000","     0.00000","0","  0.0000","0","0.000000e+00","0","   0.000","    0.00","   0.000","0","  0.0000","0"," 0.00000","0"," 0.00000","0","0","0.000000","   0.00000","   0.000","  0.0000","  0.0000","   0.00000","0","0"," 0.00000","0","0","0","     0.0000","0","0","0","0.0000000","0","0.000000","    0.00"," 0.00000"," 0.00000","0","0","0","0","0.000000","  0.00000","0","0","0.0000000","     0.00000","0","   0.0000","0","     0.0","     0.0000","0","0","0.0000000","0.000000e+00","0.000000","0","0","0","0.000000e+00"," 0.00000","   0.0000","0.000000e+00","0","0","      0.000","   0.000000"," 0.00000","0","  0.0000","0","0.000000e+00","0","0","0.000000e+00","0","   0.000","0","0","0","     0.0","0.000000e+00","    0","   0.000","0","0","    0.0000","0","0","     0.0","0","0","  0.0000","   0.000","0","  0.0000","0","     0.00000"," 0.00000","0","0","0","0"
"Italy"," 0.00000","    0.000000"," 0.00000","    0.0000","0","     0.00","35752.355","87854.095928","0","0","0","53930.710"," 0.0000000","   0.00000"," 3991.92217","15.9040724","  0.0000000"," 0.00000","396822.51041","0","  0.0000","0","3.498896e+02","0","   0.000","    0.00","   0.000","0","  0.0000","0"," 0.00000","0"," 0.00000","0","0","0.000000","6282.10860","   0.000","349.8896","  0.0000","   0.00000","0","0"," 0.00000","0","0","0","     0.0000","0","0","0","0.0000000","0","0.000000","    0.00"," 0.00000"," 0.00000","0","0","0","0","0.000000","  0.00000","0","0","0.0000000","     0.00000","0","   0.0000","0","     0.0","     0.0000","0","0","0.0000000","9.528130e+04","0.000000","0","0","0","1.814655e+04"," 0.00000","4182.7710","3.459454e+05","0","0"," 135009.671","1160.997285"," 0.00000","0","318.0814","0","0.000000e+00","0","0","2.953863e+05","0","2337.899","0","0","0","     0.0","0.000000e+00","    0","   0.000","0","0","    0.0000","0","0","     0.0","0","0","  0.0000","   0.000","0","  0.0000","0"," 91178.04706"," 0.00000","0","0","0","0"
"Israel"," 0.00000","    0.000000"," 0.00000","    0.0000","0","     0.00","    0.000","    0.000000","0","0","0","    0.000"," 0.0000000","   0.00000","    0.00000"," 0.0000000","  0.0000000"," 0.00000","     0.00000","0","  0.0000","0","0.000000e+00","0","   0.000","    0.00","   0.000","0","  0.0000","0"," 0.00000","0"," 0.00000","0","0","0.000000","   0.00000","   0.000","  0.0000","  0.0000","   0.00000","0","0"," 0.00000","0","0","0","     0.0000","0","0","0","0.0000000","0","0.000000","    0.00"," 0.00000"," 0.00000","0","0","0","0","0.000000","  0.00000","0","0","0.0000000","     0.00000","0","   0.0000","0","     0.0","     0.0000","0","0","0.0000000","0.000000e+00","0.000000","0","0","0","0.000000e+00"," 0.00000","   0.0000","0.000000e+00","0","0","      0.000","   0.000000"," 0.00000","0","  0.0000","0","0.000000e+00","0","0","0.000000e+00","0","   0.000","0","0","0","     0.0","0.000000e+00","    0","   0.000","0","0","    0.0000","0","0","     0.0","0","0","  0.0000","   0.000","0","  0.0000","0","     0.00000"," 0.00000","0","0","0","0"
"Ireland"," 0.00000","    0.000000"," 0.00000","    0.0000","0","     0.00","    0.000","    0.000000","0","0","0","    0.000"," 0.0000000","   0.00000","    0.00000"," 0.0000000","  0.0000000"," 0.00000","     0.00000","0","  0.0000","0","0.000000e+00","0","   0.000","    0.00","   0.000","0","  0.0000","0"," 0.00000","0"," 0.00000","0","0","0.000000","   0.00000","   0.000","  0.0000","  0.0000","   0.00000","0","0"," 0.00000","0","0","0","     0.0000","0","0","0","0.0000000","0","0.000000","    0.00"," 0.00000"," 0.00000","0","0","0","0","0.000000","  0.00000","0","0","0.0000000","     0.00000","0","   0.0000","0","     0.0","     0.0000","0","0","0.0000000","0.000000e+00","0.000000","0","0","0","0.000000e+00"," 0.00000","   0.0000","0.000000e+00","0","0","      0.000","   0.000000"," 0.00000","0","  0.0000","0","0.000000e+00","0","0","0.000000e+00","0","   0.000","0","0","0","     0.0","0.000000e+00","    0","   0.000","0","0","    0.0000","0","0","     0.0","0","0","  0.0000","   0.000","0","  0.0000","0","     0.00000"," 0.00000","0","0","0","0"
"Iraq"," 0.00000","    0.000000"," 0.00000","    0.0000","0","     0.00","    0.000","    0.000000","0","0","0","    0.000"," 0.0000000","   0.00000","    0.00000"," 0.0000000","  0.0000000"," 0.00000","     0.00000","0","  0.0000","0","0.000000e+00","0","   0.000","    0.00","   0.000","0","  0.0000","0"," 0.00000","0"," 0.00000","0","0","0.000000","   0.00000","   0.000","  0.0000","  0.0000","   0.00000","0","0"," 0.00000","0","0","0","     0.0000","0","0","0","0.0000000","0","0.000000","    0.00"," 0.00000"," 0.00000","0","0","0","0","0.000000","  0.00000","0","0","0.0000000","     0.00000","0","   0.0000","0","     0.0","     0.0000","0","0","0.0000000","0.000000e+00","0.000000","0","0","0","0.000000e+00"," 0.00000","   0.0000","0.000000e+00","0","0","      0.000","   0.000000"," 0.00000","0","  0.0000","0","0.000000e+00","0","0","0.000000e+00","0","   0.000","0","0","0","     0.0","0.000000e+00","    0","   0.000","0","0","    0.0000","0","0","     0.0","0","0","  0.0000","   0.000","0","  0.0000","0","     0.00000"," 0.00000","0","0","0","0"
"Iran (Islamic Republic of)"," 0.00000","    0.000000"," 0.00000","    0.0000","0","     0.00","    0.000","    0.000000","0","0","0","    0.000"," 0.0000000","   0.00000","    0.00000"," 0.0000000","  0.0000000"," 0.00000","     0.00000","0","  0.0000","0","0.000000e+00","0","   0.000","    0.00","   0.000","0","  0.0000","0"," 0.00000","0"," 0.00000","0","0","0.000000","   0.00000","   0.000","  0.0000","  0.0000","   0.00000","0","0"," 0.00000","0","0","0","     0.0000","0","0","0","0.0000000","0","0.000000","    0.00"," 0.00000"," 0.00000","0","0","0","0","0.000000","  0.00000","0","0","0.0000000","     0.00000","0","   0.0000","0","     0.0","     0.0000","0","0","0.0000000","0.000000e+00","0.000000","0","0","0","0.000000e+00"," 0.00000","   0.0000","0.000000e+00","0","0","      0.000","   0.000000"," 0.00000","0","  0.0000","0","0.000000e+00","0","0","0.000000e+00","0","   0.000","0","0","0","     0.0","0.000000e+00","    0","   0.000","0","0","    0.0000","0","0","     0.0","0","0","  0.0000","   0.000","0","  0.0000","0","     0.00000"," 0.00000","0","0","0","0"
"Indonesia"," 0.00000","    0.000000"," 0.00000","    0.0000","0","     0.00","    0.000","    0.000000","0","0","0","    0.000"," 0.0000000","   0.00000","    0.00000"," 0.0000000","  0.0000000"," 0.00000","     0.00000","0","  0.0000","0","0.000000e+00","0","   0.000","    0.00","   0.000","0","  0.0000","0"," 0.00000","0"," 0.00000","0","0","0.000000","   0.00000","   0.000","  0.0000","  0.0000","   0.00000","0","0"," 0.00000","0","0","0","     0.0000","0","0","0","0.0000000","0","0.000000","    0.00"," 0.00000"," 0.00000","0","0","0","0","0.000000","  0.00000","0","0","0.0000000","     0.00000","0","   0.0000","0","     0.0","     0.0000","0","0","0.0000000","0.000000e+00","0.000000","0","0","0","0.000000e+00"," 0.00000","   0.0000","0.000000e+00","0","0","      0.000","   0.000000"," 0.00000","0","  0.0000","0","0.000000e+00","0","0","0.000000e+00","0","   0.000","0","0","0","     0.0","0.000000e+00","    0","   0.000","0","0","    0.0000","0","0","     0.0","0","0","  0.0000","   0.000","0","  0.0000","0","     0.00000"," 0.00000","0","0","0","0"
"India","54.18028","    4.167714"," 0.00000","  322.9978","0","     0.00","    0.000","  412.603643","0","0","0","    0.000","45.8448492","  37.50942","    0.00000"," 0.0000000","214.6372487"," 0.00000","     0.00000","0","452.1969","0","0.000000e+00","0"," 189.631","    0.00","   0.000","0","  0.0000","0","20.83857","0","25.00628","0","0","2.083857","   0.00000","2804.871","  0.0000","  0.0000","   0.00000","0","0","41.67714","0","0","0","   122.9476","0","0","0","0.0000000","0","0.000000","    0.00","47.92871","75.01884","0","0","0","0","0.000000"," 16.67085","0","0","0.0000000","     0.00000","0","   0.0000","0","     0.0","   370.9265","0","0","0.0000000","0.000000e+00","4.167714","0","0","0","0.000000e+00"," 0.00000","   0.0000","4.167714e+00","0","0","     14.587","   0.000000","18.75471","0","  0.0000","0","0.000000e+00","0","0","0.000000e+00","0","   0.000","0","0","0","     0.0","9.585741e+01","    0","1935.903","0","0","12676.1008","0","0","     0.0","0","0","  0.0000","   0.000","0","360.5072","0","     0.00000","18.75471","0","0","0","0"
"Iceland"," 0.00000","    0.000000"," 0.00000","    0.0000","0","     0.00","    0.000","    0.000000","0","0","0","    0.000"," 0.0000000","   0.00000","    0.00000"," 0.0000000","  0.0000000"," 0.00000","     0.00000","0","  0.0000","0","0.000000e+00","0","   0.000","    0.00","   0.000","0","  0.0000","0"," 0.00000","0"," 0.00000","0","0","0.000000","   0.00000","   0.000","  0.0000","  0.0000","   0.00000","0","0"," 0.00000","0","0","0","     0.0000","0","0","0","0.0000000","0","0.000000","    0.00"," 0.00000"," 0.00000","0","0","0","0","0.000000","  0.00000","0","0","0.0000000","     0.00000","0","   0.0000","0","     0.0","     0.0000","0","0","0.0000000","0.000000e+00","0.000000","0","0","0","0.000000e+00"," 0.00000","   0.0000","0.000000e+00","0","0","      0.000","   0.000000"," 0.00000","0","  0.0000","0","0.000000e+00","0","0","0.000000e+00","0","   0.000","0","0","0","     0.0","0.000000e+00","    0","   0.000","0","0","    0.0000","0","0","     0.0","0","0","  0.0000","   0.000","0","  0.0000","0","     0.00000"," 0.00000","0","0","0","0"
"Croatia"," 0.00000","    0.000000"," 0.00000","    0.0000","0","     0.00","    0.000","    0.000000","0","0","0","    0.000"," 0.0000000","   0.00000","    0.00000"," 0.0000000","  0.0000000"," 0.00000","     0.00000","0","  0.0000","0","0.000000e+00","0","   0.000","    0.00","   0.000","0","  0.0000","0"," 0.00000","0"," 0.00000","0","0","0.000000","   0.00000","   0.000","  0.0000","  0.0000","   0.00000","0","0"," 0.00000","0","0","0","     0.0000","0","0","0","0.0000000","0","0.000000","    0.00"," 0.00000"," 0.00000","0","0","0","0","0.000000","  0.00000","0","0","0.0000000","     0.00000","0","   0.0000","0","     0.0","     0.0000","0","0","0.0000000","0.000000e+00","0.000000","0","0","0","0.000000e+00"," 0.00000","   0.0000","0.000000e+00","0","0","      0.000","   0.000000"," 0.00000","0","  0.0000","0","0.000000e+00","0","0","0.000000e+00","0","   0.000","0","0","0","     0.0","0.000000e+00","    0","   0.000","0","0","    0.0000","0","0","     0.0","0","0","  0.0000","   0.000","0","  0.0000","0","     0.00000"," 0.00000","0","0","0","0"
"Hungary"," 0.00000","    0.000000"," 0.00000","    0.0000","0","     0.00","  941.600","    0.000000","0","0","0","    0.000"," 0.0000000","   0.00000","   82.55033","10.8532303","  0.0000000"," 6.24883","    96.36353","0","  0.0000","0","0.000000e+00","0","   0.000","    0.00","   0.000","0","200.2914","0"," 0.00000","0"," 0.00000","0","0","0.000000"," 952.78207","   0.000","  0.0000","  0.0000","   0.00000","0","0"," 0.00000","0","0","0","     0.0000","0","0","0","0.0000000","0","0.000000","    0.00"," 0.00000"," 0.00000","0","0","0","0","0.000000","  0.00000","0","0","0.0000000","  3280.30665","0","   0.0000","0","     0.0","     0.0000","0","0","0.9866573","0.000000e+00","0.000000","0","0","0","0.000000e+00"," 0.00000"," 479.5154","1.003102e+02","0","0","      0.000","   0.000000"," 0.00000","0","  0.0000","0","0.000000e+00","0","0","0.000000e+00","0","   0.000","0","0","0","     0.0","0.000000e+00","    0","   0.000","0","0","    0.0000","0","0","     0.0","0","0","  0.0000","   0.000","0","  0.0000","0","  2270.95623"," 0.00000","0","0","0","0"
"China, Hong Kong SAR"," 0.00000","    0.000000"," 0.00000","    0.0000","0","     0.00","    0.000","    0.000000","0","0","0","    0.000"," 0.0000000","   0.00000","    0.00000"," 0.0000000","  0.0000000"," 0.00000","     0.00000","0","  0.0000","0","0.000000e+00","0","   0.000","    0.00","   0.000","0","  0.0000","0"," 0.00000","0"," 0.00000","0","0","0.000000","   0.00000","   0.000","  0.0000","  0.0000","   0.00000","0","0"," 0.00000","0","0","0","     0.0000","0","0","0","0.0000000","0","0.000000","    0.00"," 0.00000"," 0.00000","0","0","0","0","0.000000","  0.00000","0","0","0.0000000","     0.00000","0","   0.0000","0","     0.0","     0.0000","0","0","0.0000000","0.000000e+00","0.000000","0","0","0","0.000000e+00"," 0.00000","   0.0000","0.000000e+00","0","0","      0.000","   0.000000"," 0.00000","0","  0.0000","0","0.000000e+00","0","0","0.000000e+00","0","   0.000","0","0","0","     0.0","0.000000e+00","    0","   0.000","0","0","    0.0000","0","0","     0.0","0","0","  0.0000","   0.000","0","  0.0000","0","     0.00000"," 0.00000","0","0","0","0"
"Honduras"," 0.00000","    0.000000"," 0.00000","    0.0000","0","     0.00","    0.000","    0.000000","0","0","0","    0.000"," 0.0000000","   0.00000","    0.00000"," 0.0000000","  0.0000000"," 0.00000","     0.00000","0","  0.0000","0","0.000000e+00","0","   0.000","    0.00","   0.000","0","  0.0000","0"," 0.00000","0"," 0.00000","0","0","0.000000","   0.00000","   0.000","  0.0000","  0.0000","   0.00000","0","0"," 0.00000","0","0","0","     0.0000","0","0","0","0.0000000","0","0.000000","    0.00"," 0.00000"," 0.00000","0","0","0","0","0.000000","  0.00000","0","0","0.0000000","     0.00000","0","   0.0000","0","     0.0","     0.0000","0","0","0.0000000","0.000000e+00","0.000000","0","0","0","0.000000e+00"," 0.00000","   0.0000","0.000000e+00","0","0","      0.000","   0.000000"," 0.00000","0","  0.0000","0","0.000000e+00","0","0","0.000000e+00","0","   0.000","0","0","0","     0.0","0.000000e+00","    0","   0.000","0","0","    0.0000","0","0","     0.0","0","0","  0.0000","   0.000","0","  0.0000","0","     0.00000"," 0.00000","0","0","0","0"
"Guatemala"," 0.00000","    0.000000"," 0.00000","    0.0000","0","     0.00","    0.000","    0.000000","0","0","0","    0.000"," 0.0000000","   0.00000","    0.00000"," 0.0000000","  0.0000000"," 0.00000","     0.00000","0","  0.0000","0","0.000000e+00","0","   0.000","    0.00","   0.000","0","  0.0000","0"," 0.00000","0"," 0.00000","0","0","0.000000","   0.00000","   0.000","  0.0000","  0.0000","   0.00000","0","0"," 0.00000","0","0","0","     0.0000","0","0","0","0.0000000","0","0.000000","    0.00"," 0.00000"," 0.00000","0","0","0","0","0.000000","  0.00000","0","0","0.0000000","     0.00000","0","   0.0000","0","     0.0","     0.0000","0","0","0.0000000","0.000000e+00","0.000000","0","0","0","0.000000e+00"," 0.00000","   0.0000","0.000000e+00","0","0","      0.000","   0.000000"," 0.00000","0","  0.0000","0","0.000000e+00","0","0","0.000000e+00","0","   0.000","0","0","0","     0.0","0.000000e+00","    0","   0.000","0","0","    0.0000","0","0","     0.0","0","0","  0.0000","   0.000","0","  0.0000","0","     0.00000"," 0.00000","0","0","0","0"
"Guam"," 0.00000","    0.000000"," 0.00000","    0.0000","0","     0.00","    0.000","    0.000000","0","0","0","    0.000"," 0.0000000","   0.00000","    0.00000"," 0.0000000","  0.0000000"," 0.00000","     0.00000","0","  0.0000","0","0.000000e+00","0","   0.000","    0.00","   0.000","0","  0.0000","0"," 0.00000","0"," 0.00000","0","0","0.000000","   0.00000","   0.000","  0.0000","  0.0000","   0.00000","0","0"," 0.00000","0","0","0","     0.0000","0","0","0","0.0000000","0","0.000000","    0.00"," 0.00000"," 0.00000","0","0","0","0","0.000000","  0.00000","0","0","0.0000000","     0.00000","0","   0.0000","0","     0.0","     0.0000","0","0","0.0000000","0.000000e+00","0.000000","0","0","0","0.000000e+00"," 0.00000","   0.0000","0.000000e+00","0","0","      0.000","   0.000000"," 0.00000","0","  0.0000","0","0.000000e+00","0","0","0.000000e+00","0","   0.000","0","0","0","     0.0","0.000000e+00","    0","   0.000","0","0","    0.0000","0","0","     0.0","0","0","  0.0000","   0.000","0","  0.0000","0","     0.00000"," 0.00000","0","0","0","0"
"Greece"," 0.00000","    0.000000"," 0.00000","    0.0000","0","     0.00","    0.000","    0.000000","0","0","0","    0.000"," 0.0000000","   0.00000","    0.00000"," 0.0000000","  0.0000000"," 0.00000","     0.00000","0","  0.0000","0","0.000000e+00","0","   0.000","    0.00","   0.000","0","  0.0000","0"," 0.00000","0"," 0.00000","0","0","0.000000","   0.00000","   0.000","  0.0000","  0.0000","   0.00000","0","0"," 0.00000","0","0","0","     0.0000","0","0","0","0.0000000","0","0.000000","    0.00"," 0.00000"," 0.00000","0","0","0","0","0.000000","  0.00000","0","0","0.0000000","     0.00000","0","   0.0000","0","     0.0","     0.0000","0","0","0.0000000","0.000000e+00","0.000000","0","0","0","0.000000e+00"," 0.00000","   0.0000","0.000000e+00","0","0","      0.000","   0.000000"," 0.00000","0","  0.0000","0","0.000000e+00","0","0","0.000000e+00","0","   0.000","0","0","0","     0.0","0.000000e+00","    0","   0.000","0","0","    0.0000","0","0","     0.0","0","0","  0.0000","   0.000","0","  0.0000","0","     0.00000"," 0.00000","0","0","0","0"
"Ghana"," 0.00000","    0.000000"," 0.00000","    0.0000","0","     0.00","    0.000","    0.000000","0","0","0","    0.000"," 0.0000000","   0.00000","    0.00000"," 0.0000000","  0.0000000"," 0.00000","     0.00000","0","  0.0000","0","0.000000e+00","0","   0.000","    0.00","   0.000","0","  0.0000","0"," 0.00000","0"," 0.00000","0","0","0.000000","   0.00000","   0.000","  0.0000","  0.0000","   0.00000","0","0"," 0.00000","0","0","0","     0.0000","0","0","0","0.0000000","0","0.000000","    0.00"," 0.00000"," 0.00000","0","0","0","0","0.000000","  0.00000","0","0","0.0000000","     0.00000","0","   0.0000","0","     0.0","     0.0000","0","0","0.0000000","0.000000e+00","0.000000","0","0","0","0.000000e+00"," 0.00000","   0.0000","0.000000e+00","0","0","      0.000","   0.000000"," 0.00000","0","  0.0000","0","0.000000e+00","0","0","0.000000e+00","0","   0.000","0","0","0","     0.0","0.000000e+00","    0","   0.000","0","0","    0.0000","0","0","     0.0","0","0","  0.0000","   0.000","0","  0.0000","0","     0.00000"," 0.00000","0","0","0","0"
"Bosnia and Herzegovina"," 0.00000","    0.000000"," 0.00000","    0.0000","0","     0.00","    0.000","    0.000000","0","0","0","    0.000"," 0.0000000","   0.00000","    0.00000"," 0.0000000","  0.0000000"," 0.00000","     0.00000","0","  0.0000","0","0.000000e+00","0","   0.000","    0.00","   0.000","0","  0.0000","0"," 0.00000","0"," 0.00000","0","0","0.000000","   0.00000","   0.000","  0.0000","  0.0000","   0.00000","0","0"," 0.00000","0","0","0","     0.0000","0","0","0","0.0000000","0","0.000000","    0.00"," 0.00000"," 0.00000","0","0","0","0","0.000000","  0.00000","0","0","0.0000000","     0.00000","0","   0.0000","0","     0.0","     0.0000","0","0","0.0000000","0.000000e+00","0.000000","0","0","0","0.000000e+00"," 0.00000","   0.0000","0.000000e+00","0","0","      0.000","   0.000000"," 0.00000","0","  0.0000","0","0.000000e+00","0","0","0.000000e+00","0","   0.000","0","0","0","     0.0","0.000000e+00","    0","   0.000","0","0","    0.0000","0","0","     0.0","0","0","  0.0000","   0.000","0","  0.0000","0","     0.00000"," 0.00000","0","0","0","0"
