"","Belgium","Unspecified Area","Zambia","Democratic Republic of the Congo","British Virgin Islands","Ethiopia","Viet Nam","Venezuela (Bolivarian Republic of)","Uzbekistan","Uruguay","United States of America","Ukraine","United Kingdom","Uganda","United Arab Emirates","Turkey","Trinidad and Tobago","Tonga","Thailand","United Republic of Tanzania","China, Taiwan Province of","Turkmenistan","Syrian Arab Republic","Switzerland","Sweden","Eswatini","Suriname","Spain","South Africa","Singapore","Slovakia","Slovenia","Sierra Leone","Saudi Arabia","Sao Tome and Principe","Russian Federation","Romania","Zimbabwe","Qatar","Guinea-Bissau","Portugal","Poland","Philippines","Peru","Paraguay","Papua New Guinea","Czechia","Panama","Norway","Niger","Nicaragua","New Zealand","The former Yugoslav Republic of Macedonia","New Caledonia","Netherlands","Nepal","Republic of Moldova","Mozambique","Morocco","Mongolia","Mexico","Mauritius","Mauritania","Malta","Maldives","Malaysia","Malawi","Madagascar","China, Macao SAR","Lithuania","Libya","Lebanon","Lao People's Democratic Republic","Latvia","Kuwait","Republic of Korea","Democratic People's Republic of Korea","Cambodia","Kenya","Kyrgyzstan","Jordan","Japan","Jamaica","Kazakhstan","Côte d'Ivoire","Italy","Israel","Ireland","Iraq","Iran (Islamic Republic of)","Indonesia","India","Iceland","Croatia","Hungary","China, Hong Kong SAR","Honduras","Guatemala","Guam","Greece","Ghana","Bosnia and Herzegovina","Germany","Gabon","French Polynesia","France","Finland","Fiji","Faroe Islands","Estonia","El Salvador","Egypt","Ecuador","Dominican Republic","Denmark","Azerbaijan","Cyprus","Cuba","Costa Rica","Congo","Colombia","China, mainland","Chile","Sri Lanka","Cabo Verde","Canada","Cameroon","Myanmar","Bulgaria","Brunei Darussalam","Solomon Islands","Belize","Aruba","Brazil","Bolivia (Plurinational State of)","Bangladesh","Barbados","Bahamas","Austria","Australia","Argentina","Angola","Algeria","Albania"
"Kuwait","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Republic of Korea","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Democratic People's Republic of Korea","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Cambodia","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Kenya","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Kyrgyzstan","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","24783.87","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Jordan","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Japan","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Jamaica","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Kazakhstan","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","1.167982e-02","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Côte d'Ivoire","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Italy"," 113.7644","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","    65.00823","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","18478.58953","   0.0000","0","0","  455.0576","    0.00","    0.00"," 0.000000","65.00823","0","   0.00000","0","0.000000e+00","1722.71811","0","0","0","    16.25206","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","3.518570e+03"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","8.126029","37948.55","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","942.6193","0","0","    0.00","0","8.126029e+01","0","0"," 1194.52624","   0.000","0","2.264724e+04","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","23337.9548","0","0","  0.0000","0","16.25206"
"Israel","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Ireland","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Iraq","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Iran (Islamic Republic of)","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Indonesia","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"India","   0.0000","     0.000","0","  0.0000","0","0","24777.26","0","0","  0.0000","    0.000000","0.000000","    54.45551","0","403.3741","     0.000","0","0"," 12605.44","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","14118.09"," 0.000000"," 0.00000","0","  36.30367","0","3.942982e+04","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00","30.25306","0"," 0.0000","0.0000000","0","0","24.20245","0.000000","    0.00","0","  576.825","0","0","0","0","0","0","0","0","0","5042.176","0","0","    0.00","0","5243.864","32764.063","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","14934.93","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000"," 1058.857","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","199.6702","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","2.016871","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Iceland","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Croatia","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Hungary","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","2.738124","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","  316.70970","   0.0000","0","0","    0.0000","    0.00","    0.00"," 2.738124"," 0.00000","0","   0.00000","0","0.000000e+00","   1.52118","0","0","0","     0.00000","218.5936","   0.000","   0.00","0","0","127.779131","0","0.000000","0","0","0","0","0","5.765273e+01"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","   272.5955","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","   57.34849","   0.000","0","1.749357e+01","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","  197.7534","0","0","  0.0000","0"," 0.00000"
"China, Hong Kong SAR","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Honduras","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
