"","Luxembourg","Belgium","Unspecified Area","Zambia","Democratic Republic of the Congo","Viet Nam","Venezuela (Bolivarian Republic of)","Uzbekistan","Uruguay","United States of America","Ukraine","United Kingdom","Uganda","United Arab Emirates","Turkey","Trinidad and Tobago","Thailand","United Republic of Tanzania","China, Taiwan Province of","Turkmenistan","Syrian Arab Republic","Switzerland","Sweden","Eswatini","Sudan (former)","Spain","South Africa","Singapore","Slovakia","Slovenia","Sierra Leone","Saudi Arabia","Sao Tome and Principe","Serbia and Montenegro","Russian Federation","Romania","Zimbabwe","Guinea-Bissau","Portugal","Poland","Philippines","Peru","Paraguay","Papua New Guinea","Czechia","Panama","Norway","Niger","Nicaragua","New Zealand","The former Yugoslav Republic of Macedonia","New Caledonia","Netherlands Antilles (former)","Netherlands","Republic of Moldova","Mozambique","Morocco","Mexico","Mauritius","Malta","Malaysia","Malawi","Madagascar","China, Macao SAR","Lithuania","Libya","Lebanon","Lao People's Democratic Republic","Latvia","Kuwait","Republic of Korea","Democratic People's Republic of Korea","Cambodia","Kenya","Kyrgyzstan","Jordan","Japan","Jamaica","Kazakhstan","Côte d'Ivoire","Italy","Israel","Ireland","Iraq","Iran (Islamic Republic of)","Indonesia","India","Iceland","Croatia","Hungary","China, Hong Kong SAR","Honduras","Guatemala","Greece","Ghana","Bosnia and Herzegovina","Germany","Gabon","French Polynesia","France","Finland","Fiji","Estonia","El Salvador","Egypt","Ecuador","Dominican Republic","Denmark","Azerbaijan","Cyprus","Cuba","Costa Rica","Congo","Colombia","China, mainland","Chile","Sri Lanka","Cayman Islands","Cabo Verde","Canada","Cameroon","Myanmar","Bulgaria","Brunei Darussalam","Belize","Brazil","Bolivia (Plurinational State of)","Bangladesh","Barbados","Austria","Australia","Argentina","Angola","Algeria","Albania","Afghanistan"
"Kenya","0.0000000","    0.0000","0","0","0","   0.000","    0.00","0","   0.000","     0.00000","0","   0.0000","0","0","      0.0","0","     0.0","0","    0.00","0","     0.0","   0.0000","   0.000000","0","0","     0.0000","   0.000","0"," 0.000000","   0.00000","0","    0.0000","0","     0.000","0.00000000","0.000000e+00","  0.00","0","0.000000e+00","  0.0000","    0.00","    0.0","  0.0000","0","0.000000","0","0.000000","0","0","0","0","0","0","     0.00000"," 0.00","   0.000","    0.00","0","0","0","     0.0000","0","0","0","0","0"," 0.00000","0","0","0","0","0","0","    0.00","0.0000000","0","    0.000","0","0","0","    0.0000","     0.0","   0.00","0","0","    0.000","0","0","   0.00000","     0.0","0","0","0","    0.0000","0","0","    0.0000","  0.0000","0","0.000000e+00"," 0.000000"," 0.00000","0","    0.00","     0.0","0","0","   0.000000","0","   0.000","0","    0.00","0","    0.000","      0","    0.0","   0.0000","0","0","  0.0000","0","0","0","0","0","0","0"," 0.00000","0","    0.000000"," 0.00000","0","   0.000","0.000000","    0.00","0"
"Kyrgyzstan","0.0000000","    0.0000","0","0","0","   0.000","    0.00","0","   0.000","     0.00000","0","   0.0000","0","0","      0.0","0","     0.0","0","    0.00","0","     0.0","   0.0000","   0.000000","0","0","     0.0000","   0.000","0"," 0.000000","   0.00000","0","    0.0000","0","     0.000","0.00000000","0.000000e+00","  0.00","0","0.000000e+00","  0.0000","    0.00","    0.0","  0.0000","0","0.000000","0","0.000000","0","0","0","0","0","0","     0.00000"," 0.00","   0.000","    0.00","0","0","0","     0.0000","0","0","0","0","0"," 0.00000","0","0","0","0","0","0","    0.00","0.0000000","0","    0.000","0","0","0","    0.0000","     0.0","   0.00","0","0","    0.000","0","0","   0.00000","     0.0","0","0","0","    0.0000","0","0","    0.0000","  0.0000","0","0.000000e+00"," 0.000000"," 0.00000","0","    0.00","     0.0","0","0","   0.000000","0","   0.000","0","    0.00","0","    0.000","      0","    0.0","   0.0000","0","0","  0.0000","0","0","0","0","0","0","0"," 0.00000","0","    0.000000"," 0.00000","0","   0.000","0.000000","    0.00","0"
"Jordan","0.0000000","    0.0000","0","0","0","   0.000","    0.00","0","   0.000","     0.00000","0","   0.0000","0","0","      0.0","0","     0.0","0","    0.00","0","     0.0","   0.0000","   0.000000","0","0","     0.0000","   0.000","0"," 0.000000","   0.00000","0","    0.0000","0","     0.000","0.00000000","0.000000e+00","  0.00","0","0.000000e+00","  0.0000","    0.00","    0.0","  0.0000","0","0.000000","0","0.000000","0","0","0","0","0","0","     0.00000"," 0.00","   0.000","    0.00","0","0","0","     0.0000","0","0","0","0","0"," 0.00000","0","0","0","0","0","0","    0.00","0.0000000","0","    0.000","0","0","0","    0.0000","     0.0","   0.00","0","0","    0.000","0","0","   0.00000","     0.0","0","0","0","    0.0000","0","0","    0.0000","  0.0000","0","0.000000e+00"," 0.000000"," 0.00000","0","    0.00","     0.0","0","0","   0.000000","0","   0.000","0","    0.00","0","    0.000","      0","    0.0","   0.0000","0","0","  0.0000","0","0","0","0","0","0","0"," 0.00000","0","    0.000000"," 0.00000","0","   0.000","0.000000","    0.00","0"
"Japan","0.0000000","    0.0000","0","0","0","   0.000","    0.00","0","   0.000","     0.00000","0","   0.0000","0","0","      0.0","0","     0.0","0","    0.00","0","     0.0","   0.0000","   0.000000","0","0","     0.0000","   0.000","0"," 0.000000","   0.00000","0","    0.0000","0","     0.000","0.00000000","0.000000e+00","  0.00","0","0.000000e+00","  0.0000","    0.00","    0.0","  0.0000","0","0.000000","0","0.000000","0","0","0","0","0","0","     0.00000"," 0.00","   0.000","    0.00","0","0","0","     0.0000","0","0","0","0","0"," 0.00000","0","0","0","0","0","0","    0.00","0.0000000","0","    0.000","0","0","0","    0.0000","     0.0","   0.00","0","0","    0.000","0","0","   0.00000","     0.0","0","0","0","    0.0000","0","0","    0.0000","  0.0000","0","0.000000e+00"," 0.000000"," 0.00000","0","    0.00","     0.0","0","0","   0.000000","0","   0.000","0","    0.00","0","    0.000","      0","    0.0","   0.0000","0","0","  0.0000","0","0","0","0","0","0","0"," 0.00000","0","    0.000000"," 0.00000","0","   0.000","0.000000","    0.00","0"
"Jamaica","0.0000000","    0.0000","0","0","0","   0.000","    0.00","0","   0.000","     0.00000","0","   0.0000","0","0","      0.0","0","     0.0","0","    0.00","0","     0.0","   0.0000","   0.000000","0","0","     0.0000","   0.000","0"," 0.000000","   0.00000","0","    0.0000","0","     0.000","0.00000000","0.000000e+00","  0.00","0","0.000000e+00","  0.0000","    0.00","    0.0","  0.0000","0","0.000000","0","0.000000","0","0","0","0","0","0","     0.00000"," 0.00","   0.000","    0.00","0","0","0","     0.0000","0","0","0","0","0"," 0.00000","0","0","0","0","0","0","    0.00","0.0000000","0","    0.000","0","0","0","    0.0000","     0.0","   0.00","0","0","    0.000","0","0","   0.00000","     0.0","0","0","0","    0.0000","0","0","    0.0000","  0.0000","0","0.000000e+00"," 0.000000"," 0.00000","0","    0.00","     0.0","0","0","   0.000000","0","   0.000","0","    0.00","0","    0.000","      0","    0.0","   0.0000","0","0","  0.0000","0","0","0","0","0","0","0"," 0.00000","0","    0.000000"," 0.00000","0","   0.000","0.000000","    0.00","0"
"Kazakhstan","0.0000000","    0.0000","0","0","0","   0.000","    0.00","0","   0.000","     0.00000","0","   0.0000","0","0","      0.0","0","     0.0","0","    0.00","0","     0.0","   0.0000","   0.000000","0","0","     0.0000","   0.000","0"," 0.000000","   0.00000","0","    0.0000","0","     0.000","0.02765296","0.000000e+00","  0.00","0","0.000000e+00","  0.0000","    0.00","    0.0","  0.0000","0","0.000000","0","0.000000","0","0","0","0","0","0","     0.00000"," 0.00","   0.000","    0.00","0","0","0","     0.0000","0","0","0","0","0"," 0.00000","0","0","0","0","0","0","    0.00","0.1106118","0","    0.000","0","0","0","    0.0000","     0.0","   0.00","0","0","    0.000","0","0","   0.00000","     0.0","0","0","0","    0.0000","0","0","    0.0000","  0.0000","0","0.000000e+00"," 0.000000"," 0.00000","0","    0.00","     0.0","0","0","   0.000000","0","   0.000","0","    0.00","0","    0.000","      0","    0.0","   0.0000","0","0","  0.0000","0","0","0","0","0","0","0"," 0.00000","0","    0.000000"," 0.00000","0","   0.000","0.000000","    0.00","0"
"Côte d'Ivoire","0.0000000","    0.0000","0","0","0","   0.000","    0.00","0","   0.000","     0.00000","0","   0.0000","0","0","      0.0","0","     0.0","0","    0.00","0","     0.0","   0.0000","   0.000000","0","0","     0.0000","   0.000","0"," 0.000000","   0.00000","0","    0.0000","0","     0.000","0.00000000","0.000000e+00","  0.00","0","0.000000e+00","  0.0000","    0.00","    0.0","  0.0000","0","0.000000","0","0.000000","0","0","0","0","0","0","     0.00000"," 0.00","   0.000","    0.00","0","0","0","     0.0000","0","0","0","0","0"," 0.00000","0","0","0","0","0","0","    0.00","0.0000000","0","    0.000","0","0","0","    0.0000","     0.0","   0.00","0","0","    0.000","0","0","   0.00000","     0.0","0","0","0","    0.0000","0","0","    0.0000","  0.0000","0","0.000000e+00"," 0.000000"," 0.00000","0","    0.00","     0.0","0","0","   0.000000","0","   0.000","0","    0.00","0","    0.000","      0","    0.0","   0.0000","0","0","  0.0000","0","0","0","0","0","0","0"," 0.00000","0","    0.000000"," 0.00000","0","   0.000","0.000000","    0.00","0"
"Italy","0.0000000","  206.1135","0","0","0","   0.000","    0.00","0","   0.000","    19.62985","0","4966.3531","0","0","      0.0","0","     0.0","0","    0.00","0","     0.0","4181.1590","   9.814927","0","0","   245.3732","   0.000","0"," 0.000000","3209.48117","0","    0.0000","0","     0.000","0.00000000","0.000000e+00","  0.00","0","0.000000e+00","  0.0000","    0.00","    0.0","  0.0000","0","0.000000","0","0.000000","0","0","0","0","0","0","  1727.42718"," 0.00","   0.000","    0.00","0","0","0","     0.0000","0","0","0","0","0","29.44478","0","0","0","0","0","0","    0.00","0.0000000","0","    0.000","0","0","0","    0.0000","     0.0","   0.00","0","0","    0.000","0","0","5574.87861","     0.0","0","0","0","  284.6329","0","0","37159.3141","  0.0000","0","5.813381e+04","19.629854"," 0.00000","0","    0.00","     0.0","0","0","3317.445371","0","   0.000","0","    0.00","0","    0.000","      0","    0.0","   0.0000","0","0","  0.0000","0","0","0","0","0","0","0"," 0.00000","0","38386.180020"," 0.00000","0","   0.000","0.000000","    0.00","0"
"Israel","0.0000000","    0.0000","0","0","0","   0.000","    0.00","0","   0.000","     0.00000","0","   0.0000","0","0","      0.0","0","     0.0","0","    0.00","0","     0.0","   0.0000","   0.000000","0","0","     0.0000","   0.000","0"," 0.000000","   0.00000","0","    0.0000","0","     0.000","0.00000000","0.000000e+00","  0.00","0","0.000000e+00","  0.0000","    0.00","    0.0","  0.0000","0","0.000000","0","0.000000","0","0","0","0","0","0","     0.00000"," 0.00","   0.000","    0.00","0","0","0","     0.0000","0","0","0","0","0"," 0.00000","0","0","0","0","0","0","    0.00","0.0000000","0","    0.000","0","0","0","    0.0000","     0.0","   0.00","0","0","    0.000","0","0","   0.00000","     0.0","0","0","0","    0.0000","0","0","    0.0000","  0.0000","0","0.000000e+00"," 0.000000"," 0.00000","0","    0.00","     0.0","0","0","   0.000000","0","   0.000","0","    0.00","0","    0.000","      0","    0.0","   0.0000","0","0","  0.0000","0","0","0","0","0","0","0"," 0.00000","0","    0.000000"," 0.00000","0","   0.000","0.000000","    0.00","0"
"Ireland","0.0000000","    0.0000","0","0","0","   0.000","    0.00","0","   0.000","     0.00000","0","   0.0000","0","0","      0.0","0","     0.0","0","    0.00","0","     0.0","   0.0000","   0.000000","0","0","     0.0000","   0.000","0"," 0.000000","   0.00000","0","    0.0000","0","     0.000","0.00000000","0.000000e+00","  0.00","0","0.000000e+00","  0.0000","    0.00","    0.0","  0.0000","0","0.000000","0","0.000000","0","0","0","0","0","0","     0.00000"," 0.00","   0.000","    0.00","0","0","0","     0.0000","0","0","0","0","0"," 0.00000","0","0","0","0","0","0","    0.00","0.0000000","0","    0.000","0","0","0","    0.0000","     0.0","   0.00","0","0","    0.000","0","0","   0.00000","     0.0","0","0","0","    0.0000","0","0","    0.0000","  0.0000","0","0.000000e+00"," 0.000000"," 0.00000","0","    0.00","     0.0","0","0","   0.000000","0","   0.000","0","    0.00","0","    0.000","      0","    0.0","   0.0000","0","0","  0.0000","0","0","0","0","0","0","0"," 0.00000","0","    0.000000"," 0.00000","0","   0.000","0.000000","    0.00","0"
"Iraq","0.0000000","    0.0000","0","0","0","   0.000","    0.00","0","   0.000","     0.00000","0","   0.0000","0","0","      0.0","0","     0.0","0","    0.00","0","     0.0","   0.0000","   0.000000","0","0","     0.0000","   0.000","0"," 0.000000","   0.00000","0","    0.0000","0","     0.000","0.00000000","0.000000e+00","  0.00","0","0.000000e+00","  0.0000","    0.00","    0.0","  0.0000","0","0.000000","0","0.000000","0","0","0","0","0","0","     0.00000"," 0.00","   0.000","    0.00","0","0","0","     0.0000","0","0","0","0","0"," 0.00000","0","0","0","0","0","0","    0.00","0.0000000","0","    0.000","0","0","0","    0.0000","     0.0","   0.00","0","0","    0.000","0","0","   0.00000","     0.0","0","0","0","    0.0000","0","0","    0.0000","  0.0000","0","0.000000e+00"," 0.000000"," 0.00000","0","    0.00","     0.0","0","0","   0.000000","0","   0.000","0","    0.00","0","    0.000","      0","    0.0","   0.0000","0","0","  0.0000","0","0","0","0","0","0","0"," 0.00000","0","    0.000000"," 0.00000","0","   0.000","0.000000","    0.00","0"
"Iran (Islamic Republic of)","0.0000000","    0.0000","0","0","0","   0.000","    0.00","0","   0.000","     0.00000","0","   0.0000","0","0","      0.0","0","     0.0","0","    0.00","0","     0.0","   0.0000","   0.000000","0","0","     0.0000","   0.000","0"," 0.000000","   0.00000","0","    0.0000","0","     0.000","0.00000000","0.000000e+00","  0.00","0","0.000000e+00","  0.0000","    0.00","    0.0","  0.0000","0","0.000000","0","0.000000","0","0","0","0","0","0","     0.00000"," 0.00","   0.000","    0.00","0","0","0","     0.0000","0","0","0","0","0"," 0.00000","0","0","0","0","0","0","    0.00","0.0000000","0","    0.000","0","0","0","    0.0000","     0.0","   0.00","0","0","    0.000","0","0","   0.00000","     0.0","0","0","0","    0.0000","0","0","    0.0000","  0.0000","0","0.000000e+00"," 0.000000"," 0.00000","0","    0.00","     0.0","0","0","   0.000000","0","   0.000","0","    0.00","0","    0.000","      0","    0.0","   0.0000","0","0","  0.0000","0","0","0","0","0","0","0"," 0.00000","0","    0.000000"," 0.00000","0","   0.000","0.000000","    0.00","0"
"Indonesia","0.0000000","    0.0000","0","0","0","   0.000","    0.00","0","   0.000","     0.00000","0","   0.0000","0","0","      0.0","0","     0.0","0","    0.00","0","     0.0","   0.0000","   0.000000","0","0","     0.0000","   0.000","0"," 0.000000","   0.00000","0","    0.0000","0","     0.000","0.00000000","0.000000e+00","  0.00","0","0.000000e+00","  0.0000","    0.00","    0.0","  0.0000","0","0.000000","0","0.000000","0","0","0","0","0","0","     0.00000"," 0.00","   0.000","    0.00","0","0","0","     0.0000","0","0","0","0","0"," 0.00000","0","0","0","0","0","0","    0.00","0.0000000","0","    0.000","0","0","0","    0.0000","     0.0","   0.00","0","0","    0.000","0","0","   0.00000","     0.0","0","0","0","    0.0000","0","0","    0.0000","  0.0000","0","0.000000e+00"," 0.000000"," 0.00000","0","    0.00","     0.0","0","0","   0.000000","0","   0.000","0","    0.00","0","    0.000","      0","    0.0","   0.0000","0","0","  0.0000","0","0","0","0","0","0","0"," 0.00000","0","    0.000000"," 0.00000","0","   0.000","0.000000","    0.00","0"
"India","0.0000000","    0.0000","0","0","0","   0.000","    0.00","0","   0.000","     0.00000","0"," 173.5891","0","0","      0.0","0","     0.0","0","19584.42","0","     0.0","   0.0000","   0.000000","0","0","     0.0000","   0.000","0"," 0.000000","   0.00000","0","    0.0000","0","     0.000","0.00000000","0.000000e+00","  0.00","0","0.000000e+00","  0.0000","    0.00","    0.0","  0.0000","0","0.000000","0","0.000000","0","0","0","0","0","0","     0.00000"," 0.00","   0.000","    0.00","0","0","0","   173.5891","0","0","0","0","0"," 0.00000","0","0","0","0","0","0","    0.00","0.0000000","0"," 3462.881","0","0","0","    0.0000","     0.0","   0.00","0","0"," 2225.502","0","0","   0.00000","     0.0","0","0","0","    0.0000","0","0","    0.0000","  0.0000","0","0.000000e+00"," 0.000000","13.35301","0","    0.00","     0.0","0","0","   0.000000","0","   0.000","0","    0.00","0","    0.000","      0","    0.0"," 106.8241","0","0","  0.0000","0","0","0","0","0","0","0","44.51004","0","    0.000000","53.41204","0","   0.000","0.000000","    0.00","0"
"Iceland","0.0000000","    0.0000","0","0","0","   0.000","    0.00","0","   0.000","     0.00000","0","   0.0000","0","0","      0.0","0","     0.0","0","    0.00","0","     0.0","   0.0000","   0.000000","0","0","     0.0000","   0.000","0"," 0.000000","   0.00000","0","    0.0000","0","     0.000","0.00000000","0.000000e+00","  0.00","0","0.000000e+00","  0.0000","    0.00","    0.0","  0.0000","0","0.000000","0","0.000000","0","0","0","0","0","0","     0.00000"," 0.00","   0.000","    0.00","0","0","0","     0.0000","0","0","0","0","0"," 0.00000","0","0","0","0","0","0","    0.00","0.0000000","0","    0.000","0","0","0","    0.0000","     0.0","   0.00","0","0","    0.000","0","0","   0.00000","     0.0","0","0","0","    0.0000","0","0","    0.0000","  0.0000","0","0.000000e+00"," 0.000000"," 0.00000","0","    0.00","     0.0","0","0","   0.000000","0","   0.000","0","    0.00","0","    0.000","      0","    0.0","   0.0000","0","0","  0.0000","0","0","0","0","0","0","0"," 0.00000","0","    0.000000"," 0.00000","0","   0.000","0.000000","    0.00","0"
"Croatia","0.0000000","    0.0000","0","0","0","   0.000","    0.00","0","   0.000","     0.00000","0","   0.0000","0","0","      0.0","0","     0.0","0","    0.00","0","     0.0","   0.0000","   0.000000","0","0","     0.0000","   0.000","0"," 0.000000","   0.00000","0","    0.0000","0","     0.000","0.00000000","0.000000e+00","  0.00","0","0.000000e+00","  0.0000","    0.00","    0.0","  0.0000","0","0.000000","0","0.000000","0","0","0","0","0","0","     0.00000"," 0.00","   0.000","    0.00","0","0","0","     0.0000","0","0","0","0","0"," 0.00000","0","0","0","0","0","0","    0.00","0.0000000","0","    0.000","0","0","0","    0.0000","     0.0","   0.00","0","0","    0.000","0","0","   0.00000","     0.0","0","0","0","    0.0000","0","0","    0.0000","  0.0000","0","0.000000e+00"," 0.000000"," 0.00000","0","    0.00","     0.0","0","0","   0.000000","0","   0.000","0","    0.00","0","    0.000","      0","    0.0","   0.0000","0","0","  0.0000","0","0","0","0","0","0","0"," 0.00000","0","    0.000000"," 0.00000","0","   0.000","0.000000","    0.00","0"
"Hungary","0.0000000","    0.0000","0","0","0","   0.000","    0.00","0","   0.000","     0.00000","0","   0.0000","0","0","      0.0","0","     0.0","0","    0.00","0","     0.0"," 103.6251","   0.000000","0","0","     0.0000","   0.000","0"," 8.804743","  14.90034","0","    0.0000","0","  2783.653","0.00000000","3.386440e+00","  0.00","0","0.000000e+00","542.5077","    0.00","    0.0","  0.0000","0","0.000000","0","0.000000","0","0","0","0","0","0","     0.00000"," 0.00","   0.000","    0.00","0","0","0","     0.0000","0","0","0","0","0"," 0.00000","0","0","0","0","0","0","    0.00","0.0000000","0","    0.000","0","0","0","    0.0000","     0.0","   0.00","0","0","    0.000","0","0","  12.86847","     0.0","0","0","0","    0.0000","0","0","  165.2583","  0.0000","0","7.991998e+01"," 0.000000"," 0.00000","0","    0.00","     0.0","0","0","   0.000000","0","   0.000","0","    0.00","0","    0.000","      0","    0.0","   0.0000","0","0","  0.0000","0","0","0","0","0","0","0"," 0.00000","0","  520.157150"," 0.00000","0","   0.000","0.000000","    0.00","0"
"China, Hong Kong SAR","0.0000000","    0.0000","0","0","0","   0.000","    0.00","0","   0.000","     0.00000","0","   0.0000","0","0","      0.0","0","     0.0","0","    0.00","0","     0.0","   0.0000","   0.000000","0","0","     0.0000","   0.000","0"," 0.000000","   0.00000","0","    0.0000","0","     0.000","0.00000000","0.000000e+00","  0.00","0","0.000000e+00","  0.0000","    0.00","    0.0","  0.0000","0","0.000000","0","0.000000","0","0","0","0","0","0","     0.00000"," 0.00","   0.000","    0.00","0","0","0","     0.0000","0","0","0","0","0"," 0.00000","0","0","0","0","0","0","    0.00","0.0000000","0","    0.000","0","0","0","    0.0000","     0.0","   0.00","0","0","    0.000","0","0","   0.00000","     0.0","0","0","0","    0.0000","0","0","    0.0000","  0.0000","0","0.000000e+00"," 0.000000"," 0.00000","0","    0.00","     0.0","0","0","   0.000000","0","   0.000","0","    0.00","0","    0.000","      0","    0.0","   0.0000","0","0","  0.0000","0","0","0","0","0","0","0"," 0.00000","0","    0.000000"," 0.00000","0","   0.000","0.000000","    0.00","0"
"Honduras","0.0000000","    0.0000","0","0","0","   0.000","    0.00","0","   0.000","     0.00000","0","   0.0000","0","0","      0.0","0","     0.0","0","    0.00","0","     0.0","   0.0000","   0.000000","0","0","     0.0000","   0.000","0"," 0.000000","   0.00000","0","    0.0000","0","     0.000","0.00000000","0.000000e+00","  0.00","0","0.000000e+00","  0.0000","    0.00","    0.0","  0.0000","0","0.000000","0","0.000000","0","0","0","0","0","0","     0.00000"," 0.00","   0.000","    0.00","0","0","0","     0.0000","0","0","0","0","0"," 0.00000","0","0","0","0","0","0","    0.00","0.0000000","0","    0.000","0","0","0","    0.0000","     0.0","   0.00","0","0","    0.000","0","0","   0.00000","     0.0","0","0","0","    0.0000","0","0","    0.0000","  0.0000","0","0.000000e+00"," 0.000000"," 0.00000","0","    0.00","     0.0","0","0","   0.000000","0","   0.000","0","    0.00","0","    0.000","      0","    0.0","   0.0000","0","0","  0.0000","0","0","0","0","0","0","0"," 0.00000","0","    0.000000"," 0.00000","0","   0.000","0.000000","    0.00","0"
"Guatemala","0.0000000","    0.0000","0","0","0","   0.000","    0.00","0","   0.000","     0.00000","0","   0.0000","0","0","      0.0","0","     0.0","0","    0.00","0","     0.0","   0.0000","   0.000000","0","0","     0.0000","   0.000","0"," 0.000000","   0.00000","0","    0.0000","0","     0.000","0.00000000","0.000000e+00","  0.00","0","0.000000e+00","  0.0000","    0.00","    0.0","  0.0000","0","0.000000","0","0.000000","0","0","0","0","0","0","     0.00000"," 0.00","   0.000","    0.00","0","0","0","     0.0000","0","0","0","0","0"," 0.00000","0","0","0","0","0","0","    0.00","0.0000000","0","    0.000","0","0","0","    0.0000","     0.0","   0.00","0","0","    0.000","0","0","   0.00000","     0.0","0","0","0","    0.0000","0","0","    0.0000","  0.0000","0","0.000000e+00"," 0.000000"," 0.00000","0","    0.00","     0.0","0","0","   0.000000","0","   0.000","0","    0.00","0","    0.000","      0","    0.0","   0.0000","0","0","  0.0000","0","0","0","0","0","0","0"," 0.00000","0","    0.000000"," 0.00000","0","   0.000","0.000000","    0.00","0"
"Greece","0.0000000","    0.0000","0","0","0","   0.000","    0.00","0","   0.000","     0.00000","0","   0.0000","0","0","      0.0","0","     0.0","0","    0.00","0","     0.0","   0.0000","   0.000000","0","0","     0.0000","   0.000","0"," 0.000000","   0.00000","0","    0.0000","0","     0.000","0.00000000","3.273263e+06","  0.00","0","0.000000e+00","  0.0000","    0.00","    0.0","  0.0000","0","0.000000","0","0.000000","0","0","0","0","0","0","     0.00000"," 0.00","   0.000","    0.00","0","0","0","     0.0000","0","0","0","0","0"," 0.00000","0","0","0","0","0","0","    0.00","0.0000000","0","    0.000","0","0","0","    0.0000","     0.0","   0.00","0","0","    0.000","0","0","   0.00000","     0.0","0","0","0","    0.0000","0","0","    0.0000","  0.0000","0","0.000000e+00"," 0.000000"," 0.00000","0","    0.00","     0.0","0","0","   0.000000","0","   0.000","0","    0.00","0","    0.000","      0","    0.0","   0.0000","0","0","  0.0000","0","0","0","0","0","0","0"," 0.00000","0","    0.000000"," 0.00000","0","   0.000","0.000000","10947.37","0"
"Ghana","0.0000000","    0.0000","0","0","0","   0.000","    0.00","0","   0.000","     0.00000","0","   0.0000","0","0","      0.0","0","     0.0","0","    0.00","0","     0.0","   0.0000","   0.000000","0","0","     0.0000","   0.000","0"," 0.000000","   0.00000","0","    0.0000","0","     0.000","0.00000000","0.000000e+00","  0.00","0","0.000000e+00","  0.0000","    0.00","    0.0","  0.0000","0","0.000000","0","0.000000","0","0","0","0","0","0","     0.00000"," 0.00","   0.000","    0.00","0","0","0","     0.0000","0","0","0","0","0"," 0.00000","0","0","0","0","0","0","    0.00","0.0000000","0","    0.000","0","0","0","    0.0000","     0.0","   0.00","0","0","    0.000","0","0","   0.00000","     0.0","0","0","0","    0.0000","0","0","    0.0000","  0.0000","0","0.000000e+00"," 0.000000"," 0.00000","0","    0.00","     0.0","0","0","   0.000000","0","   0.000","0","    0.00","0","    0.000","      0","    0.0","   0.0000","0","0","  0.0000","0","0","0","0","0","0","0"," 0.00000","0","    0.000000"," 0.00000","0","   0.000","0.000000","    0.00","0"
"Bosnia and Herzegovina","0.0000000","    0.0000","0","0","0","   0.000","    0.00","0","   0.000","     0.00000","0","   0.0000","0","0","      0.0","0","     0.0","0","    0.00","0","     0.0","   0.0000","   0.000000","0","0","     0.0000","   0.000","0"," 0.000000","   0.00000","0","    0.0000","0","     0.000","0.00000000","0.000000e+00","  0.00","0","0.000000e+00","  0.0000","    0.00","    0.0","  0.0000","0","0.000000","0","0.000000","0","0","0","0","0","0","     0.00000"," 0.00","   0.000","    0.00","0","0","0","     0.0000","0","0","0","0","0"," 0.00000","0","0","0","0","0","0","    0.00","0.0000000","0","    0.000","0","0","0","    0.0000","     0.0","   0.00","0","0","    0.000","0","0","   0.00000","     0.0","0","0","0","    0.0000","0","0","    0.0000","  0.0000","0","0.000000e+00"," 0.000000"," 0.00000","0","    0.00","     0.0","0","0","   0.000000","0","   0.000","0","    0.00","0","    0.000","      0","    0.0","   0.0000","0","0","  0.0000","0","0","0","0","0","0","0"," 0.00000","0","    0.000000"," 0.00000","0","   0.000","0.000000","    0.00","0"
"Germany","0.0000000","    0.0000","0","0","0","   0.000","    0.00","0","   0.000","     0.00000","0","   0.0000","0","0","      0.0","0","     0.0","0","    0.00","0","     0.0","   0.0000","   0.000000","0","0","     0.0000","   0.000","0"," 0.000000","   0.00000","0","    0.0000","0","     0.000","0.00000000","0.000000e+00","  0.00","0","0.000000e+00","  0.0000","    0.00","    0.0","  0.0000","0","0.000000","0","0.000000","0","0","0","0","0","0","     0.00000"," 0.00","   0.000","    0.00","0","0","0","     0.0000","0","0","0","0","0"," 0.00000","0","0","0","0","0","0","    0.00","0.0000000","0","    0.000","0","0","0","    0.0000","     0.0","   0.00","0","0","    0.000","0","0","   0.00000","     0.0","0","0","0","    0.0000","0","0","    0.0000","  0.0000","0","0.000000e+00"," 0.000000"," 0.00000","0","    0.00","     0.0","0","0","   0.000000","0","   0.000","0","    0.00","0","    0.000","      0","    0.0","   0.0000","0","0","  0.0000","0","0","0","0","0","0","0"," 0.00000","0","    0.000000"," 0.00000","0","   0.000","0.000000","    0.00","0"
"Gabon","0.0000000","    0.0000","0","0","0","   0.000","    0.00","0","   0.000","     0.00000","0","   0.0000","0","0","      0.0","0","     0.0","0","    0.00","0","     0.0","   0.0000","   0.000000","0","0","     0.0000","   0.000","0"," 0.000000","   0.00000","0","    0.0000","0","     0.000","0.00000000","0.000000e+00","  0.00","0","0.000000e+00","  0.0000","    0.00","    0.0","  0.0000","0","0.000000","0","0.000000","0","0","0","0","0","0","     0.00000"," 0.00","   0.000","    0.00","0","0","0","     0.0000","0","0","0","0","0"," 0.00000","0","0","0","0","0","0","    0.00","0.0000000","0","    0.000","0","0","0","    0.0000","     0.0","   0.00","0","0","    0.000","0","0","   0.00000","     0.0","0","0","0","    0.0000","0","0","    0.0000","  0.0000","0","0.000000e+00"," 0.000000"," 0.00000","0","    0.00","     0.0","0","0","   0.000000","0","   0.000","0","    0.00","0","    0.000","      0","    0.0","   0.0000","0","0","  0.0000","0","0","0","0","0","0","0"," 0.00000","0","    0.000000"," 0.00000","0","   0.000","0.000000","    0.00","0"
