"","Belgium","Unspecified Area","Zambia","Democratic Republic of the Congo","Ethiopia","Viet Nam","Venezuela (Bolivarian Republic of)","Uzbekistan","Uruguay","United States of America","Ukraine","United Kingdom","Uganda","United Arab Emirates","Turkey","Trinidad and Tobago","Thailand","United Republic of Tanzania","China, Taiwan Province of","Turkmenistan","Syrian Arab Republic","Switzerland","Sweden","Eswatini","Suriname","Sudan (former)","Spain","South Africa","Singapore","Slovakia","Slovenia","Saudi Arabia","Serbia and Montenegro","Russian Federation","Romania","Zimbabwe","Qatar","Portugal","Poland","Philippines","Peru","Paraguay","Papua New Guinea","Czechia","Panama","Norway","Nicaragua","New Zealand","The former Yugoslav Republic of Macedonia","New Caledonia","Netherlands Antilles (former)","Netherlands","Nepal","Republic of Moldova","Mozambique","Morocco","Mexico","Mauritius","Mauritania","Malta","Maldives","Malaysia","Malawi","Madagascar","China, Macao SAR","Lithuania","Libya","Lebanon","Lao People's Democratic Republic","Latvia","Kuwait","Republic of Korea","Democratic People's Republic of Korea","Cambodia","Kenya","Kyrgyzstan","Jordan","Japan","Jamaica","Kazakhstan","Côte d'Ivoire","Italy","Israel","Ireland","Iraq","Iran (Islamic Republic of)","Indonesia","India","Iceland","Croatia","Hungary","China, Hong Kong SAR","Honduras","Guatemala","Guam","Greece","Bosnia and Herzegovina","Germany","Gabon","French Polynesia","France","Finland","Fiji","Estonia","El Salvador","Egypt","Ecuador","Denmark","Azerbaijan","Cyprus","Cuba","Costa Rica","Congo","Colombia","China, mainland","Chile","Sri Lanka","Cayman Islands","Canada","Cameroon","Myanmar","Bulgaria","Brunei Darussalam","Belize","Aruba","Brazil","Bolivia (Plurinational State of)","Barbados","Austria","Australia","Argentina","Angola","Algeria","Albania","Afghanistan"
"Nicaragua","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"New Zealand","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"The former Yugoslav Republic of Macedonia","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"New Caledonia","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Netherlands Antilles (former)","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Netherlands","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Nepal","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Republic of Moldova","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Mozambique","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Morocco","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Mexico","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","1.119565e+06","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","69972.801","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","3887.378","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","77747.56","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Mauritius","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Mauritania","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Malta","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Maldives","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Malaysia","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Malawi","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Madagascar","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"China, Macao SAR","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Lithuania","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Libya","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Lebanon","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Lao People's Democratic Republic","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Latvia","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
