"","Syrian Arab Republic","Switzerland","Sweden","Eswatini","Suriname","Spain","South Africa","Singapore","Slovakia","Slovenia","Sierra Leone","Saudi Arabia","Russian Federation","Romania","Zimbabwe","Qatar","Guinea-Bissau","Portugal","Poland","Philippines","Peru","Paraguay","Papua New Guinea","Czechia","Panama","Norway","Niger","Nicaragua","New Zealand","The former Yugoslav Republic of Macedonia","New Caledonia","Netherlands","Nepal","Republic of Moldova","Mozambique","Morocco","Mongolia","Mexico","Mauritius","Mauritania","Malta","Maldives","Malaysia","Malawi","Madagascar","China, Macao SAR","Lithuania","Lebanon","Lao People's Democratic Republic","Latvia","Kuwait","Republic of Korea","Democratic People's Republic of Korea","Cambodia","Kenya","Kyrgyzstan","Jordan","Japan","Jamaica","Kazakhstan","Côte d'Ivoire","Italy","Israel","Ireland","Iraq","Iran (Islamic Republic of)","Indonesia","India","Iceland","Croatia","Hungary","China, Hong Kong SAR","Honduras","Guatemala","Guam","Greece","Ghana","Bosnia and Herzegovina","Germany","Gabon","French Polynesia","France","Finland","Fiji","Faroe Islands","Estonia","El Salvador","Egypt","Ecuador","Dominican Republic","Denmark","Azerbaijan","Cyprus","Cuba","Costa Rica","Congo","Colombia","China, mainland","Chile","Sri Lanka","Cabo Verde","Canada","Cameroon","Myanmar","Bulgaria","Brunei Darussalam","Solomon Islands","Belize","Aruba","Brazil","Bolivia (Plurinational State of)","Bangladesh","Barbados","Bahamas","Austria","Australia","Argentina","Angola","Algeria","Albania","Afghanistan"
"Mexico","     0.00","    0.000","0.000000e+00","0","0","    0.0000","  0.00000","  0.00000","     0.0000","  0.0000","0"," 0.000000","  0.0000","     0.00000","   0.000","  0.0000","0","0.000000e+00","  0.00000","   0.0000","   0.000","   0.00","0","   0.0000","  0.0000","  0.000000","0","0","  0.00000","0","0","   0.000000","   0.000","0","    0.00000","0.000000","0","0","  0.0000","0","0","0","0.000000e+00","0","0","0","0","0.000000","0","0","  0.0000","   0.00000","0","0","0","0.000000","0","  0.00000","0","0","0","      0.000","0","0","0","    0.00","     0.00","0","0","  0.000000","0.000000e+00"," 0.00000","0","0","0","0.000000e+00","0","   0.000","     0.0000","0","0","      0.000","  0.0000"," 0.00000","0","  0.000000","0","     0.0","0","0","0.000000e+00","0","0","0","0","0","    0.00","0.000000e+00","    0.00","  0.0000","0"," 1359.3414","0","0","    0.00","0","0","0","0","  0.0000","   0.000","    0.0000","0","0","  2718.6828","  0.00000","0"," 0.00000","0","0","0"
"Mauritius","     0.00","    0.000","0.000000e+00","0","0","    0.0000","  0.00000","  0.00000","     0.0000","  0.0000","0"," 0.000000","  0.0000","     0.00000","   0.000","  0.0000","0","0.000000e+00","  0.00000","   0.0000","   0.000","   0.00","0","   0.0000","  0.0000","  0.000000","0","0","  0.00000","0","0","   0.000000","   0.000","0","    0.00000","0.000000","0","0","  0.0000","0","0","0","0.000000e+00","0","0","0","0","0.000000","0","0","  0.0000","   0.00000","0","0","0","0.000000","0","  0.00000","0","0","0","      0.000","0","0","0","    0.00","     0.00","0","0","  0.000000","0.000000e+00"," 0.00000","0","0","0","0.000000e+00","0","   0.000","     0.0000","0","0","      0.000","  0.0000"," 0.00000","0","  0.000000","0","     0.0","0","0","0.000000e+00","0","0","0","0","0","    0.00","0.000000e+00","    0.00","  0.0000","0","    0.0000","0","0","    0.00","0","0","0","0","  0.0000","   0.000","    0.0000","0","0","     0.0000","  0.00000","0"," 0.00000","0","0","0"
"Mauritania","     0.00","    0.000","0.000000e+00","0","0","    0.0000","  0.00000","  0.00000","     0.0000","  0.0000","0"," 0.000000","  0.0000","     0.00000","   0.000","  0.0000","0","0.000000e+00","  0.00000","   0.0000","   0.000","   0.00","0","   0.0000","  0.0000","  0.000000","0","0","  0.00000","0","0","   0.000000","   0.000","0","    0.00000","0.000000","0","0","  0.0000","0","0","0","0.000000e+00","0","0","0","0","0.000000","0","0","  0.0000","   0.00000","0","0","0","0.000000","0","  0.00000","0","0","0","      0.000","0","0","0","    0.00","     0.00","0","0","  0.000000","0.000000e+00"," 0.00000","0","0","0","0.000000e+00","0","   0.000","     0.0000","0","0","      0.000","  0.0000"," 0.00000","0","  0.000000","0","     0.0","0","0","0.000000e+00","0","0","0","0","0","    0.00","0.000000e+00","    0.00","  0.0000","0","    0.0000","0","0","    0.00","0","0","0","0","  0.0000","   0.000","    0.0000","0","0","     0.0000","  0.00000","0"," 0.00000","0","0","0"
"Malta","     0.00","    0.000","0.000000e+00","0","0","    0.0000","  0.00000","  0.00000","     0.0000","  0.0000","0"," 0.000000","  0.0000","     0.00000","   0.000","  0.0000","0","0.000000e+00","  0.00000","   0.0000","   0.000","   0.00","0","   0.0000","  0.0000","  0.000000","0","0","  0.00000","0","0","   0.000000","   0.000","0","    0.00000","0.000000","0","0","  0.0000","0","0","0","0.000000e+00","0","0","0","0","0.000000","0","0","  0.0000","   0.00000","0","0","0","0.000000","0","  0.00000","0","0","0","      0.000","0","0","0","    0.00","     0.00","0","0","  0.000000","0.000000e+00"," 0.00000","0","0","0","0.000000e+00","0","   0.000","     0.0000","0","0","      0.000","  0.0000"," 0.00000","0","  0.000000","0","     0.0","0","0","0.000000e+00","0","0","0","0","0","    0.00","0.000000e+00","    0.00","  0.0000","0","    0.0000","0","0","    0.00","0","0","0","0","  0.0000","   0.000","    0.0000","0","0","     0.0000","  0.00000","0"," 0.00000","0","0","0"
"Maldives","     0.00","    0.000","0.000000e+00","0","0","    0.0000","  0.00000","  0.00000","     0.0000","  0.0000","0"," 0.000000","  0.0000","     0.00000","   0.000","  0.0000","0","0.000000e+00","  0.00000","   0.0000","   0.000","   0.00","0","   0.0000","  0.0000","  0.000000","0","0","  0.00000","0","0","   0.000000","   0.000","0","    0.00000","0.000000","0","0","  0.0000","0","0","0","0.000000e+00","0","0","0","0","0.000000","0","0","  0.0000","   0.00000","0","0","0","0.000000","0","  0.00000","0","0","0","      0.000","0","0","0","    0.00","     0.00","0","0","  0.000000","0.000000e+00"," 0.00000","0","0","0","0.000000e+00","0","   0.000","     0.0000","0","0","      0.000","  0.0000"," 0.00000","0","  0.000000","0","     0.0","0","0","0.000000e+00","0","0","0","0","0","    0.00","0.000000e+00","    0.00","  0.0000","0","    0.0000","0","0","    0.00","0","0","0","0","  0.0000","   0.000","    0.0000","0","0","     0.0000","  0.00000","0"," 0.00000","0","0","0"
"Malaysia","     0.00","    0.000","0.000000e+00","0","0","    0.0000","  0.00000","  0.00000","     0.0000","  0.0000","0"," 0.000000","  0.0000","     0.00000","   0.000","  0.0000","0","0.000000e+00","  0.00000","   0.0000","   0.000","   0.00","0","   0.0000","  0.0000","  0.000000","0","0","  0.00000","0","0","   0.000000","   0.000","0","    0.00000","0.000000","0","0","  0.0000","0","0","0","0.000000e+00","0","0","0","0","0.000000","0","0","  0.0000","   0.00000","0","0","0","0.000000","0","  0.00000","0","0","0","      0.000","0","0","0","    0.00","     0.00","0","0","  0.000000","0.000000e+00"," 0.00000","0","0","0","0.000000e+00","0","   0.000","     0.0000","0","0","      0.000","  0.0000"," 0.00000","0","  0.000000","0","     0.0","0","0","0.000000e+00","0","0","0","0","0","    0.00","0.000000e+00","    0.00","  0.0000","0","    0.0000","0","0","    0.00","0","0","0","0","  0.0000","   0.000","    0.0000","0","0","     0.0000","  0.00000","0"," 0.00000","0","0","0"
"Malawi","     0.00","    0.000","0.000000e+00","0","0","    0.0000","  0.00000","  0.00000","     0.0000","  0.0000","0"," 0.000000","  0.0000","     0.00000","   0.000","  0.0000","0","0.000000e+00","  0.00000","   0.0000","   0.000","   0.00","0","   0.0000","  0.0000","  0.000000","0","0","  0.00000","0","0","   0.000000","   0.000","0","    0.00000","0.000000","0","0","  0.0000","0","0","0","0.000000e+00","0","0","0","0","0.000000","0","0","  0.0000","   0.00000","0","0","0","0.000000","0","  0.00000","0","0","0","      0.000","0","0","0","    0.00","     0.00","0","0","  0.000000","0.000000e+00"," 0.00000","0","0","0","0.000000e+00","0","   0.000","     0.0000","0","0","      0.000","  0.0000"," 0.00000","0","  0.000000","0","     0.0","0","0","0.000000e+00","0","0","0","0","0","    0.00","0.000000e+00","    0.00","  0.0000","0","    0.0000","0","0","    0.00","0","0","0","0","  0.0000","   0.000","    0.0000","0","0","     0.0000","  0.00000","0"," 0.00000","0","0","0"
"Madagascar","     0.00","    0.000","0.000000e+00","0","0","    0.0000","  0.00000","  0.00000","     0.0000","  0.0000","0"," 0.000000","  0.0000","     0.00000","   0.000","  0.0000","0","0.000000e+00","  0.00000","   0.0000","   0.000","   0.00","0","   0.0000","  0.0000","  0.000000","0","0","  0.00000","0","0","   0.000000","   0.000","0","    0.00000","0.000000","0","0","  0.0000","0","0","0","0.000000e+00","0","0","0","0","0.000000","0","0","  0.0000","   0.00000","0","0","0","0.000000","0","  0.00000","0","0","0","      0.000","0","0","0","    0.00","     0.00","0","0","  0.000000","0.000000e+00"," 0.00000","0","0","0","0.000000e+00","0","   0.000","     0.0000","0","0","      0.000","  0.0000"," 0.00000","0","  0.000000","0","     0.0","0","0","0.000000e+00","0","0","0","0","0","    0.00","0.000000e+00","    0.00","  0.0000","0","    0.0000","0","0","    0.00","0","0","0","0","  0.0000","   0.000","    0.0000","0","0","     0.0000","  0.00000","0"," 0.00000","0","0","0"
"China, Macao SAR","     0.00","    0.000","0.000000e+00","0","0","    0.0000","  0.00000","  0.00000","     0.0000","  0.0000","0"," 0.000000","  0.0000","     0.00000","   0.000","  0.0000","0","0.000000e+00","  0.00000","   0.0000","   0.000","   0.00","0","   0.0000","  0.0000","  0.000000","0","0","  0.00000","0","0","   0.000000","   0.000","0","    0.00000","0.000000","0","0","  0.0000","0","0","0","0.000000e+00","0","0","0","0","0.000000","0","0","  0.0000","   0.00000","0","0","0","0.000000","0","  0.00000","0","0","0","      0.000","0","0","0","    0.00","     0.00","0","0","  0.000000","0.000000e+00"," 0.00000","0","0","0","0.000000e+00","0","   0.000","     0.0000","0","0","      0.000","  0.0000"," 0.00000","0","  0.000000","0","     0.0","0","0","0.000000e+00","0","0","0","0","0","    0.00","0.000000e+00","    0.00","  0.0000","0","    0.0000","0","0","    0.00","0","0","0","0","  0.0000","   0.000","    0.0000","0","0","     0.0000","  0.00000","0"," 0.00000","0","0","0"
"Lithuania","     0.00","    0.000","0.000000e+00","0","0","    0.0000","  0.00000","  0.00000","     0.0000","  0.0000","0"," 0.000000","  0.0000","     0.00000","   0.000","  0.0000","0","0.000000e+00","  0.00000","   0.0000","   0.000","   0.00","0","   0.0000","  0.0000","  0.000000","0","0","  0.00000","0","0","   0.000000","   0.000","0","    0.00000","0.000000","0","0","  0.0000","0","0","0","0.000000e+00","0","0","0","0","0.000000","0","0","  0.0000","   0.00000","0","0","0","0.000000","0","  0.00000","0","0","0","      0.000","0","0","0","    0.00","     0.00","0","0","  0.000000","0.000000e+00"," 0.00000","0","0","0","0.000000e+00","0","   0.000","     0.0000","0","0","      0.000","  0.0000"," 0.00000","0","  0.000000","0","     0.0","0","0","0.000000e+00","0","0","0","0","0","    0.00","0.000000e+00","    0.00","  0.0000","0","    0.0000","0","0","    0.00","0","0","0","0","  0.0000","   0.000","    0.0000","0","0","     0.0000","  0.00000","0"," 0.00000","0","0","0"
"Lebanon","     0.00","    0.000","0.000000e+00","0","0","    0.0000","  0.00000","  0.00000","     0.0000","  0.0000","0"," 0.000000","  0.0000","     0.00000","   0.000","  0.0000","0","0.000000e+00","  0.00000","   0.0000","   0.000","   0.00","0","   0.0000","  0.0000","  0.000000","0","0","  0.00000","0","0","   0.000000","   0.000","0","    0.00000","0.000000","0","0","  0.0000","0","0","0","0.000000e+00","0","0","0","0","0.000000","0","0","  0.0000","   0.00000","0","0","0","0.000000","0","  0.00000","0","0","0","      0.000","0","0","0","    0.00","     0.00","0","0","  0.000000","0.000000e+00"," 0.00000","0","0","0","0.000000e+00","0","   0.000","     0.0000","0","0","      0.000","  0.0000"," 0.00000","0","  0.000000","0","     0.0","0","0","0.000000e+00","0","0","0","0","0","    0.00","0.000000e+00","    0.00","  0.0000","0","    0.0000","0","0","    0.00","0","0","0","0","  0.0000","   0.000","    0.0000","0","0","     0.0000","  0.00000","0"," 0.00000","0","0","0"
"Lao People's Democratic Republic","     0.00","    0.000","0.000000e+00","0","0","    0.0000","  0.00000","  0.00000","     0.0000","  0.0000","0"," 0.000000","  0.0000","     0.00000","   0.000","  0.0000","0","0.000000e+00","  0.00000","   0.0000","   0.000","   0.00","0","   0.0000","  0.0000","  0.000000","0","0","  0.00000","0","0","   0.000000","   0.000","0","    0.00000","0.000000","0","0","  0.0000","0","0","0","0.000000e+00","0","0","0","0","0.000000","0","0","  0.0000","   0.00000","0","0","0","0.000000","0","  0.00000","0","0","0","      0.000","0","0","0","    0.00","     0.00","0","0","  0.000000","0.000000e+00"," 0.00000","0","0","0","0.000000e+00","0","   0.000","     0.0000","0","0","      0.000","  0.0000"," 0.00000","0","  0.000000","0","     0.0","0","0","0.000000e+00","0","0","0","0","0","    0.00","0.000000e+00","    0.00","  0.0000","0","    0.0000","0","0","    0.00","0","0","0","0","  0.0000","   0.000","    0.0000","0","0","     0.0000","  0.00000","0"," 0.00000","0","0","0"
"Latvia","     0.00","    0.000","0.000000e+00","0","0","    0.0000","  0.00000","  0.00000","     0.0000","  0.0000","0"," 0.000000","  0.0000","     0.00000","   0.000","  0.0000","0","0.000000e+00","  0.00000","   0.0000","   0.000","   0.00","0","   0.0000","  0.0000","  0.000000","0","0","  0.00000","0","0","   0.000000","   0.000","0","    0.00000","0.000000","0","0","  0.0000","0","0","0","0.000000e+00","0","0","0","0","0.000000","0","0","  0.0000","   0.00000","0","0","0","0.000000","0","  0.00000","0","0","0","      0.000","0","0","0","    0.00","     0.00","0","0","  0.000000","0.000000e+00"," 0.00000","0","0","0","0.000000e+00","0","   0.000","     0.0000","0","0","      0.000","  0.0000"," 0.00000","0","  0.000000","0","     0.0","0","0","0.000000e+00","0","0","0","0","0","    0.00","0.000000e+00","    0.00","  0.0000","0","    0.0000","0","0","    0.00","0","0","0","0","  0.0000","   0.000","    0.0000","0","0","     0.0000","  0.00000","0"," 0.00000","0","0","0"
"Kuwait","     0.00","    0.000","0.000000e+00","0","0","    0.0000","  0.00000","  0.00000","     0.0000","  0.0000","0"," 0.000000","  0.0000","     0.00000","   0.000","  0.0000","0","0.000000e+00","  0.00000","   0.0000","   0.000","   0.00","0","   0.0000","  0.0000","  0.000000","0","0","  0.00000","0","0","   0.000000","   0.000","0","    0.00000","0.000000","0","0","  0.0000","0","0","0","0.000000e+00","0","0","0","0","0.000000","0","0","  0.0000","   0.00000","0","0","0","0.000000","0","  0.00000","0","0","0","      0.000","0","0","0","    0.00","     0.00","0","0","  0.000000","0.000000e+00"," 0.00000","0","0","0","0.000000e+00","0","   0.000","     0.0000","0","0","      0.000","  0.0000"," 0.00000","0","  0.000000","0","     0.0","0","0","0.000000e+00","0","0","0","0","0","    0.00","0.000000e+00","    0.00","  0.0000","0","    0.0000","0","0","    0.00","0","0","0","0","  0.0000","   0.000","    0.0000","0","0","     0.0000","  0.00000","0"," 0.00000","0","0","0"
"Republic of Korea","     0.00","    0.000","0.000000e+00","0","0","    0.0000","  0.00000","  0.00000","     0.0000","  0.0000","0"," 0.000000","  0.0000","     0.00000","   0.000","  0.0000","0","0.000000e+00","  0.00000","   0.0000","   0.000","   0.00","0","   0.0000","  0.0000","  0.000000","0","0","  0.00000","0","0","   0.000000","   0.000","0","    0.00000","0.000000","0","0","  0.0000","0","0","0","0.000000e+00","0","0","0","0","0.000000","0","0","  0.0000","   0.00000","0","0","0","0.000000","0","  0.00000","0","0","0","      0.000","0","0","0","    0.00","     0.00","0","0","  0.000000","0.000000e+00"," 0.00000","0","0","0","0.000000e+00","0","   0.000","     0.0000","0","0","      0.000","  0.0000"," 0.00000","0","  0.000000","0","     0.0","0","0","0.000000e+00","0","0","0","0","0","    0.00","0.000000e+00","    0.00","  0.0000","0","    0.0000","0","0","    0.00","0","0","0","0","  0.0000","   0.000","    0.0000","0","0","     0.0000","  0.00000","0"," 0.00000","0","0","0"
"Democratic People's Republic of Korea","     0.00","    0.000","0.000000e+00","0","0","    0.0000","  0.00000","  0.00000","     0.0000","  0.0000","0"," 0.000000","  0.0000","     0.00000","   0.000","  0.0000","0","0.000000e+00","  0.00000","   0.0000","   0.000","   0.00","0","   0.0000","  0.0000","  0.000000","0","0","  0.00000","0","0","   0.000000","   0.000","0","    0.00000","0.000000","0","0","  0.0000","0","0","0","0.000000e+00","0","0","0","0","0.000000","0","0","  0.0000","   0.00000","0","0","0","0.000000","0","  0.00000","0","0","0","      0.000","0","0","0","    0.00","     0.00","0","0","  0.000000","0.000000e+00"," 0.00000","0","0","0","0.000000e+00","0","   0.000","     0.0000","0","0","      0.000","  0.0000"," 0.00000","0","  0.000000","0","     0.0","0","0","0.000000e+00","0","0","0","0","0","    0.00","0.000000e+00","    0.00","  0.0000","0","    0.0000","0","0","    0.00","0","0","0","0","  0.0000","   0.000","    0.0000","0","0","     0.0000","  0.00000","0"," 0.00000","0","0","0"
"Cambodia","     0.00","    0.000","0.000000e+00","0","0","    0.0000","  0.00000","  0.00000","     0.0000","  0.0000","0"," 0.000000","  0.0000","     0.00000","   0.000","  0.0000","0","0.000000e+00","  0.00000","   0.0000","   0.000","   0.00","0","   0.0000","  0.0000","  0.000000","0","0","  0.00000","0","0","   0.000000","   0.000","0","    0.00000","0.000000","0","0","  0.0000","0","0","0","0.000000e+00","0","0","0","0","0.000000","0","0","  0.0000","   0.00000","0","0","0","0.000000","0","  0.00000","0","0","0","      0.000","0","0","0","    0.00","     0.00","0","0","  0.000000","0.000000e+00"," 0.00000","0","0","0","0.000000e+00","0","   0.000","     0.0000","0","0","      0.000","  0.0000"," 0.00000","0","  0.000000","0","     0.0","0","0","0.000000e+00","0","0","0","0","0","    0.00","0.000000e+00","    0.00","  0.0000","0","    0.0000","0","0","    0.00","0","0","0","0","  0.0000","   0.000","    0.0000","0","0","     0.0000","  0.00000","0"," 0.00000","0","0","0"
"Kenya","     0.00","    0.000","0.000000e+00","0","0","    0.0000","  0.00000","  0.00000","     0.0000","  0.0000","0"," 0.000000","  0.0000","     0.00000","   0.000","  0.0000","0","0.000000e+00","  0.00000","   0.0000","   0.000","   0.00","0","   0.0000","  0.0000","  0.000000","0","0","  0.00000","0","0","   0.000000","   0.000","0","    0.00000","0.000000","0","0","  0.0000","0","0","0","0.000000e+00","0","0","0","0","0.000000","0","0","  0.0000","   0.00000","0","0","0","0.000000","0","  0.00000","0","0","0","      0.000","0","0","0","    0.00","     0.00","0","0","  0.000000","0.000000e+00"," 0.00000","0","0","0","0.000000e+00","0","   0.000","     0.0000","0","0","      0.000","  0.0000"," 0.00000","0","  0.000000","0","     0.0","0","0","0.000000e+00","0","0","0","0","0","    0.00","0.000000e+00","    0.00","  0.0000","0","    0.0000","0","0","    0.00","0","0","0","0","  0.0000","   0.000","    0.0000","0","0","     0.0000","  0.00000","0"," 0.00000","0","0","0"
"Kyrgyzstan","     0.00","    0.000","0.000000e+00","0","0","    0.0000","  0.00000","  0.00000","     0.0000","  0.0000","0"," 0.000000","  0.0000","     0.00000","   0.000","  0.0000","0","0.000000e+00","  0.00000","   0.0000","   0.000","   0.00","0","   0.0000","  0.0000","  0.000000","0","0","  0.00000","0","0","   0.000000","   0.000","0","    0.00000","0.000000","0","0","  0.0000","0","0","0","0.000000e+00","0","0","0","0","0.000000","0","0","  0.0000","   0.00000","0","0","0","0.000000","0","  0.00000","0","0","0","      0.000","0","0","0","    0.00","     0.00","0","0","  0.000000","0.000000e+00"," 0.00000","0","0","0","0.000000e+00","0","   0.000","     0.0000","0","0","      0.000","  0.0000"," 0.00000","0","  0.000000","0","     0.0","0","0","0.000000e+00","0","0","0","0","0","    0.00","0.000000e+00","    0.00","  0.0000","0","    0.0000","0","0","    0.00","0","0","0","0","  0.0000","   0.000","    0.0000","0","0","     0.0000","  0.00000","0"," 0.00000","0","0","0"
"Jordan","     0.00","    0.000","0.000000e+00","0","0","    0.0000","  0.00000","  0.00000","     0.0000","  0.0000","0"," 0.000000","  0.0000","     0.00000","   0.000","  0.0000","0","0.000000e+00","  0.00000","   0.0000","   0.000","   0.00","0","   0.0000","  0.0000","  0.000000","0","0","  0.00000","0","0","   0.000000","   0.000","0","    0.00000","0.000000","0","0","  0.0000","0","0","0","0.000000e+00","0","0","0","0","0.000000","0","0","  0.0000","   0.00000","0","0","0","0.000000","0","  0.00000","0","0","0","      0.000","0","0","0","    0.00","     0.00","0","0","  0.000000","0.000000e+00"," 0.00000","0","0","0","0.000000e+00","0","   0.000","     0.0000","0","0","      0.000","  0.0000"," 0.00000","0","  0.000000","0","     0.0","0","0","0.000000e+00","0","0","0","0","0","    0.00","0.000000e+00","    0.00","  0.0000","0","    0.0000","0","0","    0.00","0","0","0","0","  0.0000","   0.000","    0.0000","0","0","     0.0000","  0.00000","0"," 0.00000","0","0","0"
"Japan","     0.00","    0.000","0.000000e+00","0","0","    0.0000","  0.00000","  0.00000","     0.0000","  0.0000","0"," 0.000000","  0.0000","     0.00000","   0.000","  0.0000","0","0.000000e+00","  0.00000","   0.0000","   0.000","   0.00","0","   0.0000","  0.0000","  0.000000","0","0","  0.00000","0","0","   0.000000","   0.000","0","    0.00000","0.000000","0","0","  0.0000","0","0","0","0.000000e+00","0","0","0","0","0.000000","0","0","  0.0000","   0.00000","0","0","0","0.000000","0","  0.00000","0","0","0","      0.000","0","0","0","    0.00","     0.00","0","0","  0.000000","0.000000e+00"," 0.00000","0","0","0","0.000000e+00","0","   0.000","     0.0000","0","0","      0.000","  0.0000"," 0.00000","0","  0.000000","0","     0.0","0","0","0.000000e+00","0","0","0","0","0","    0.00","0.000000e+00","    0.00","  0.0000","0","    0.0000","0","0","    0.00","0","0","0","0","  0.0000","   0.000","    0.0000","0","0","     0.0000","  0.00000","0"," 0.00000","0","0","0"
"Jamaica","     0.00","    0.000","0.000000e+00","0","0","    0.0000","  0.00000","  0.00000","     0.0000","  0.0000","0"," 0.000000","  0.0000","     0.00000","   0.000","  0.0000","0","0.000000e+00","  0.00000","   0.0000","   0.000","   0.00","0","   0.0000","  0.0000","  0.000000","0","0","  0.00000","0","0","   0.000000","   0.000","0","    0.00000","0.000000","0","0","  0.0000","0","0","0","0.000000e+00","0","0","0","0","0.000000","0","0","  0.0000","   0.00000","0","0","0","0.000000","0","  0.00000","0","0","0","      0.000","0","0","0","    0.00","     0.00","0","0","  0.000000","0.000000e+00"," 0.00000","0","0","0","0.000000e+00","0","   0.000","     0.0000","0","0","      0.000","  0.0000"," 0.00000","0","  0.000000","0","     0.0","0","0","0.000000e+00","0","0","0","0","0","    0.00","0.000000e+00","    0.00","  0.0000","0","    0.0000","0","0","    0.00","0","0","0","0","  0.0000","   0.000","    0.0000","0","0","     0.0000","  0.00000","0"," 0.00000","0","0","0"
"Kazakhstan","     0.00","    0.000","5.481728e-01","0","0","    0.0000","  0.00000","  0.00000","     0.0000","  0.0000","0"," 0.000000","  0.0000","     0.00000","   0.000","  0.0000","0","0.000000e+00","  0.00000","   0.0000","   0.000","   0.00","0","   0.0000","  0.0000","  0.000000","0","0","  0.00000","0","0","   3.511699","   0.000","0","    0.00000","0.000000","0","0","  0.0000","0","0","0","0.000000e+00","0","0","0","0","0.000000","0","0","  0.0000","   0.00000","0","0","0","1.703541","0","  0.00000","0","0","0","      0.000","0","0","0","    0.00","     0.00","0","0","  0.000000","0.000000e+00"," 0.00000","0","0","0","0.000000e+00","0","   0.000","     0.0000","0","0","      0.000","  0.0000"," 0.00000","0","  0.000000","0","     0.0","0","0","0.000000e+00","0","0","0","0","0","    0.00","0.000000e+00","    0.00","  0.0000","0","    0.0000","0","0","    0.00","0","0","0","0","  0.0000","   0.000","    0.0000","0","0","     0.0000","  0.00000","0"," 0.00000","0","0","0"
"Côte d'Ivoire","     0.00","    0.000","0.000000e+00","0","0","    0.0000","  0.00000","  0.00000","     0.0000","  0.0000","0"," 0.000000","  0.0000","     0.00000","   0.000","  0.0000","0","0.000000e+00","  0.00000","   0.0000","   0.000","   0.00","0","   0.0000","  0.0000","  0.000000","0","0","  0.00000","0","0","   0.000000","   0.000","0","    0.00000","0.000000","0","0","  0.0000","0","0","0","0.000000e+00","0","0","0","0","0.000000","0","0","  0.0000","   0.00000","0","0","0","0.000000","0","  0.00000","0","0","0","      0.000","0","0","0","    0.00","     0.00","0","0","  0.000000","0.000000e+00"," 0.00000","0","0","0","0.000000e+00","0","   0.000","     0.0000","0","0","      0.000","  0.0000"," 0.00000","0","  0.000000","0","     0.0","0","0","0.000000e+00","0","0","0","0","0","    0.00","0.000000e+00","    0.00","  0.0000","0","    0.0000","0","0","    0.00","0","0","0","0","  0.0000","   0.000","    0.0000","0","0","     0.0000","  0.00000","0"," 0.00000","0","0","0"
"Italy","     0.00","39758.297","1.469392e+05","0","0","15237.2113","  0.00000","  0.00000","   853.4504","208.1586","0"," 0.000000","  0.0000","107201.69142","   0.000","  0.0000","0","3.955014e+02","  0.00000","   0.0000","   0.000","   0.00","0"," 249.7903","  0.0000","  0.000000","0","0","  0.00000","0","0","2726.877976","   0.000","0","    0.00000","0.000000","0","0","  0.0000","0","0","0","0.000000e+00","0","0","0","0","0.000000","0","0","  0.0000","   0.00000","0","0","0","0.000000","0","  0.00000","0","0","0","      0.000","0","0","0","    0.00","     0.00","0","0","104.079312","4.081991e+04"," 0.00000","0","0","0","7.362571e+04","0","   0.000","354390.0576","0","0","  80411.676","874.2662"," 0.00000","0","228.974487","0","     0.0","0","0","1.122599e+05","0","0","0","0","0","    0.00","0.000000e+00","    0.00","  0.0000","0","    0.0000","0","0","    0.00","0","0","0","0","  0.0000","   0.000","    0.0000","0","0"," 77206.0337","  0.00000","0"," 0.00000","0","0","0"
"Israel","     0.00","    0.000","0.000000e+00","0","0","    0.0000","  0.00000","  0.00000","     0.0000","  0.0000","0"," 0.000000","  0.0000","     0.00000","   0.000","  0.0000","0","0.000000e+00","  0.00000","   0.0000","   0.000","   0.00","0","   0.0000","  0.0000","  0.000000","0","0","  0.00000","0","0","   0.000000","   0.000","0","    0.00000","0.000000","0","0","  0.0000","0","0","0","0.000000e+00","0","0","0","0","0.000000","0","0","  0.0000","   0.00000","0","0","0","0.000000","0","  0.00000","0","0","0","      0.000","0","0","0","    0.00","     0.00","0","0","  0.000000","0.000000e+00"," 0.00000","0","0","0","0.000000e+00","0","   0.000","     0.0000","0","0","      0.000","  0.0000"," 0.00000","0","  0.000000","0","     0.0","0","0","0.000000e+00","0","0","0","0","0","    0.00","0.000000e+00","    0.00","  0.0000","0","    0.0000","0","0","    0.00","0","0","0","0","  0.0000","   0.000","    0.0000","0","0","     0.0000","  0.00000","0"," 0.00000","0","0","0"
"Ireland","     0.00","    0.000","0.000000e+00","0","0","    0.0000","  0.00000","  0.00000","     0.0000","  0.0000","0"," 0.000000","  0.0000","     0.00000","   0.000","  0.0000","0","0.000000e+00","  0.00000","   0.0000","   0.000","   0.00","0","   0.0000","  0.0000","  0.000000","0","0","  0.00000","0","0","   0.000000","   0.000","0","    0.00000","0.000000","0","0","  0.0000","0","0","0","0.000000e+00","0","0","0","0","0.000000","0","0","  0.0000","   0.00000","0","0","0","0.000000","0","  0.00000","0","0","0","      0.000","0","0","0","    0.00","     0.00","0","0","  0.000000","0.000000e+00"," 0.00000","0","0","0","0.000000e+00","0","   0.000","     0.0000","0","0","      0.000","  0.0000"," 0.00000","0","  0.000000","0","     0.0","0","0","0.000000e+00","0","0","0","0","0","    0.00","0.000000e+00","    0.00","  0.0000","0","    0.0000","0","0","    0.00","0","0","0","0","  0.0000","   0.000","    0.0000","0","0","     0.0000","  0.00000","0"," 0.00000","0","0","0"
