"","Turkey","Trinidad and Tobago","Tonga","Thailand","United Republic of Tanzania","China, Taiwan Province of","Syrian Arab Republic","Switzerland","Sweden","Eswatini","Suriname","Sudan (former)","Spain","South Africa","Singapore","Slovakia","Slovenia","Sierra Leone","Saudi Arabia","Russian Federation","Romania","Zimbabwe","Qatar","Guinea-Bissau","Portugal","Poland","Philippines","Peru","Paraguay","Papua New Guinea","Czechia","Panama","Norway","Niger","Nicaragua","New Zealand","The former Yugoslav Republic of Macedonia","New Caledonia","Netherlands","Nepal","Republic of Moldova","Mozambique","Morocco","Mongolia","Mexico","Mauritius","Mauritania","Malta","Maldives","Malaysia","Malawi","Madagascar","China, Macao SAR","Lithuania","Lebanon","Lao People's Democratic Republic","Latvia","Kuwait","Republic of Korea","Democratic People's Republic of Korea","Cambodia","Kenya","Kyrgyzstan","Jordan","Japan","Jamaica","Kazakhstan","Côte d'Ivoire","Italy","Israel","Ireland","Iraq","Iran (Islamic Republic of)","Indonesia","India","Iceland","Croatia","Hungary","China, Hong Kong SAR","Honduras","Guatemala","Guam","Greece","Ghana","Bosnia and Herzegovina","Germany","Gabon","French Polynesia","France","Finland","Fiji","Faroe Islands","Estonia","El Salvador","Egypt","Ecuador","Dominican Republic","Denmark","Azerbaijan","Cyprus","Cuba","Costa Rica","Congo","Colombia","China, mainland","Chile","Sri Lanka","Cayman Islands","Cabo Verde","Canada","Bulgaria","Brunei Darussalam","Brazil","Bolivia (Plurinational State of)","Bangladesh","Barbados","Austria","Australia","Argentina","Angola","Algeria","Afghanistan"
"Hungary","     0.00"," 0.00000","0","     0.00000","0","   0.0000","      0.00","  840.14428","0.000000e+00","0","0","0","    0.00000","   0.000000","   0.0000","   64.21673","46.16503","0","   0.000000"," 0.000000","   418.1486","  0.0000","  0.0000","0","0.000000e+00","5.918593","   0.000","   0.000000","   0.000","0","  0.0000","  0.0000"," 0.00000","0","0"," 0.00000","  0.0000","0"," 4176.455163","   0.000","  0.0000","    0.00","    0.00","0","0","  0.00000","0"," 0.00000","0","     0.0000"," 0.0000","0.00000","0","   0.000","0.000000","0","0","  0.0000","0.000000","0","0","0.000000","0.000000"," 0.00000","  0.000000","0","0","0","2.441124e+03"," 0.00000","    0.00","0","    0.00","    0.00000"," 0.00000","0","  6.510452","     0.00000","0.000000","   0.000","0","0","    0.0000","  0.0000","635.6569","1.299131e+02","0","0","      0.0000","  0.000000","0.000000","0","  0.0000","0","     0.0","0","0","     0","0"," 0.00000","0","0","0","    0.00","      0","    0.00"," 0.00000","0","0","    0.00000","     0.0","0"," 0.00000","   0.000","    0.0000","0"," 1766.4041"," 0.00000","0.000000"," 0.00000","0","0"
"China, Hong Kong SAR","     0.00"," 0.00000","0","     0.00000","0","   0.0000","      0.00","    0.00000","0.000000e+00","0","0","0","    0.00000","   0.000000","   0.0000","    0.00000"," 0.00000","0","   0.000000"," 0.000000","     0.0000","  0.0000","  0.0000","0","0.000000e+00","0.000000","   0.000","   0.000000","   0.000","0","  0.0000","  0.0000"," 0.00000","0","0"," 0.00000","  0.0000","0","    0.000000","   0.000","  0.0000","    0.00","    0.00","0","0","  0.00000","0"," 0.00000","0","     0.0000"," 0.0000","0.00000","0","   0.000","0.000000","0","0","  0.0000","0.000000","0","0","0.000000","0.000000"," 0.00000","  0.000000","0","0","0","0.000000e+00"," 0.00000","    0.00","0","    0.00","    0.00000"," 0.00000","0","  0.000000","     0.00000","0.000000","   0.000","0","0","    0.0000","  0.0000","  0.0000","0.000000e+00","0","0","      0.0000","  0.000000","0.000000","0","  0.0000","0","     0.0","0","0","     0","0"," 0.00000","0","0","0","    0.00","      0","    0.00"," 0.00000","0","0","    0.00000","     0.0","0"," 0.00000","   0.000","    0.0000","0","    0.0000"," 0.00000","0.000000"," 0.00000","0","0"
"Honduras","     0.00"," 0.00000","0","     0.00000","0","   0.0000","      0.00","    0.00000","0.000000e+00","0","0","0","    0.00000","   0.000000","   0.0000","    0.00000"," 0.00000","0","   0.000000"," 0.000000","     0.0000","  0.0000","  0.0000","0","0.000000e+00","0.000000","   0.000","   0.000000","   0.000","0","  0.0000","  0.0000"," 0.00000","0","0"," 0.00000","  0.0000","0","    0.000000","   0.000","  0.0000","    0.00","    0.00","0","0","  0.00000","0"," 0.00000","0","     0.0000"," 0.0000","0.00000","0","   0.000","0.000000","0","0","  0.0000","0.000000","0","0","0.000000","0.000000"," 0.00000","  0.000000","0","0","0","0.000000e+00"," 0.00000","    0.00","0","    0.00","    0.00000"," 0.00000","0","  0.000000","     0.00000","0.000000","   0.000","0","0","    0.0000","  0.0000","  0.0000","0.000000e+00","0","0","      0.0000","  0.000000","0.000000","0","  0.0000","0","     0.0","0","0","     0","0"," 0.00000","0","0","0","    0.00","      0","    0.00"," 0.00000","0","0","    0.00000","     0.0","0"," 0.00000","   0.000","    0.0000","0","    0.0000"," 0.00000","0.000000"," 0.00000","0","0"
"Guatemala","     0.00"," 0.00000","0","     0.00000","0","   0.0000","      0.00","    0.00000","0.000000e+00","0","0","0","    0.00000","   0.000000","   0.0000","    0.00000"," 0.00000","0","   0.000000"," 0.000000","     0.0000","  0.0000","  0.0000","0","0.000000e+00","0.000000","   0.000","   0.000000","   0.000","0","  0.0000","  0.0000"," 0.00000","0","0"," 0.00000","  0.0000","0","    0.000000","   0.000","  0.0000","    0.00","    0.00","0","0","  0.00000","0"," 0.00000","0","     0.0000"," 0.0000","0.00000","0","   0.000","0.000000","0","0","  0.0000","0.000000","0","0","0.000000","0.000000"," 0.00000","  0.000000","0","0","0","0.000000e+00"," 0.00000","    0.00","0","    0.00","    0.00000"," 0.00000","0","  0.000000","     0.00000","0.000000","   0.000","0","0","    0.0000","  0.0000","  0.0000","0.000000e+00","0","0","      0.0000","  0.000000","0.000000","0","  0.0000","0","     0.0","0","0","     0","0"," 0.00000","0","0","0","    0.00","      0","    0.00"," 0.00000","0","0","    0.00000","     0.0","0"," 0.00000","   0.000","    0.0000","0","    0.0000"," 0.00000","0.000000"," 0.00000","0","0"
"Guam","     0.00"," 0.00000","0","     0.00000","0","   0.0000","      0.00","    0.00000","0.000000e+00","0","0","0","    0.00000","   0.000000","   0.0000","    0.00000"," 0.00000","0","   0.000000"," 0.000000","     0.0000","  0.0000","  0.0000","0","0.000000e+00","0.000000","   0.000","   0.000000","   0.000","0","  0.0000","  0.0000"," 0.00000","0","0"," 0.00000","  0.0000","0","    0.000000","   0.000","  0.0000","    0.00","    0.00","0","0","  0.00000","0"," 0.00000","0","     0.0000"," 0.0000","0.00000","0","   0.000","0.000000","0","0","  0.0000","0.000000","0","0","0.000000","0.000000"," 0.00000","  0.000000","0","0","0","0.000000e+00"," 0.00000","    0.00","0","    0.00","    0.00000"," 0.00000","0","  0.000000","     0.00000","0.000000","   0.000","0","0","    0.0000","  0.0000","  0.0000","0.000000e+00","0","0","      0.0000","  0.000000","0.000000","0","  0.0000","0","     0.0","0","0","     0","0"," 0.00000","0","0","0","    0.00","      0","    0.00"," 0.00000","0","0","    0.00000","     0.0","0"," 0.00000","   0.000","    0.0000","0","    0.0000"," 0.00000","0.000000"," 0.00000","0","0"
"Greece","     0.00"," 0.00000","0","     0.00000","0","   0.0000","      0.00","    0.00000","0.000000e+00","0","0","0","    0.00000","   0.000000","   0.0000","    0.00000"," 0.00000","0","   0.000000"," 0.000000","     0.0000","  0.0000","  0.0000","0","0.000000e+00","0.000000","   0.000","   0.000000","   0.000","0","  0.0000","  0.0000"," 0.00000","0","0"," 0.00000","  0.0000","0","    0.000000","   0.000","  0.0000","    0.00","    0.00","0","0","  0.00000","0"," 0.00000","0","     0.0000"," 0.0000","0.00000","0","   0.000","0.000000","0","0","  0.0000","0.000000","0","0","0.000000","0.000000"," 0.00000","  0.000000","0","0","0","4.931723e+03"," 0.00000","    0.00","0","    0.00","    0.00000"," 0.00000","0","  0.000000","     0.00000","0.000000","   0.000","0","0","    0.0000","  0.0000","  0.0000","0.000000e+00","0","0","      0.0000","  0.000000","0.000000","0","  0.0000","0","     0.0","0","0","     0","0"," 0.00000","0","0","0","    0.00","      0","    0.00"," 0.00000","0","0","    0.00000","     0.0","0"," 0.00000","   0.000","    0.0000","0","    0.0000"," 0.00000","0.000000"," 0.00000","0","0"
"Ghana","     0.00"," 0.00000","0","     0.00000","0","   0.0000","      0.00","    0.00000","0.000000e+00","0","0","0","    0.00000","   0.000000","   0.0000","    0.00000"," 0.00000","0","   0.000000"," 0.000000","     0.0000","  0.0000","  0.0000","0","0.000000e+00","0.000000","   0.000","   0.000000","   0.000","0","  0.0000","  0.0000"," 0.00000","0","0"," 0.00000","  0.0000","0","    0.000000","   0.000","  0.0000","    0.00","    0.00","0","0","  0.00000","0"," 0.00000","0","     0.0000"," 0.0000","0.00000","0","   0.000","0.000000","0","0","  0.0000","0.000000","0","0","0.000000","0.000000"," 0.00000","  0.000000","0","0","0","0.000000e+00"," 0.00000","    0.00","0","    0.00","    0.00000"," 0.00000","0","  0.000000","     0.00000","0.000000","   0.000","0","0","    0.0000","  0.0000","  0.0000","0.000000e+00","0","0","      0.0000","  0.000000","0.000000","0","  0.0000","0","     0.0","0","0","     0","0"," 0.00000","0","0","0","    0.00","      0","    0.00"," 0.00000","0","0","    0.00000","     0.0","0"," 0.00000","   0.000","    0.0000","0","    0.0000"," 0.00000","0.000000"," 0.00000","0","0"
"Bosnia and Herzegovina","     0.00"," 0.00000","0","     0.00000","0","   0.0000","      0.00","    0.00000","0.000000e+00","0","0","0","    0.00000","   0.000000","   0.0000","    0.00000"," 0.00000","0","   0.000000"," 0.000000","     0.0000","  0.0000","  0.0000","0","0.000000e+00","0.000000","   0.000","   0.000000","   0.000","0","  0.0000","  0.0000"," 0.00000","0","0"," 0.00000","  0.0000","0","    0.000000","   0.000","  0.0000","    0.00","    0.00","0","0","  0.00000","0"," 0.00000","0","     0.0000"," 0.0000","0.00000","0","   0.000","0.000000","0","0","  0.0000","0.000000","0","0","0.000000","0.000000"," 0.00000","  0.000000","0","0","0","0.000000e+00"," 0.00000","    0.00","0","    0.00","    0.00000"," 0.00000","0","  0.000000","     0.00000","0.000000","   0.000","0","0","    0.0000","  0.0000","  0.0000","0.000000e+00","0","0","      0.0000","  0.000000","0.000000","0","  0.0000","0","     0.0","0","0","     0","0"," 0.00000","0","0","0","    0.00","      0","    0.00"," 0.00000","0","0","    0.00000","     0.0","0"," 0.00000","   0.000","    0.0000","0","    0.0000"," 0.00000","0.000000"," 0.00000","0","0"
"Germany","     0.00"," 0.00000","0","     0.00000","0","   0.0000","      0.00","    0.00000","0.000000e+00","0","0","0","    0.00000","   0.000000","   0.0000","    0.00000"," 0.00000","0","   0.000000"," 0.000000","     0.0000","  0.0000","  0.0000","0","0.000000e+00","0.000000","   0.000","   0.000000","   0.000","0","  0.0000","  0.0000"," 0.00000","0","0"," 0.00000","  0.0000","0","    0.000000","   0.000","  0.0000","    0.00","    0.00","0","0","  0.00000","0"," 0.00000","0","     0.0000"," 0.0000","0.00000","0","   0.000","0.000000","0","0","  0.0000","0.000000","0","0","0.000000","0.000000"," 0.00000","  0.000000","0","0","0","0.000000e+00"," 0.00000","    0.00","0","    0.00","    0.00000"," 0.00000","0","  0.000000","     0.00000","0.000000","   0.000","0","0","    0.0000","  0.0000","  0.0000","0.000000e+00","0","0","      0.0000","  0.000000","0.000000","0","  0.0000","0","     0.0","0","0","     0","0"," 0.00000","0","0","0","    0.00","      0","    0.00"," 0.00000","0","0","    0.00000","     0.0","0"," 0.00000","   0.000","    0.0000","0","    0.0000"," 0.00000","0.000000"," 0.00000","0","0"
"Gabon","     0.00"," 0.00000","0","     0.00000","0","   0.0000","      0.00","    0.00000","0.000000e+00","0","0","0","    0.00000","   0.000000","   0.0000","    0.00000"," 0.00000","0","   0.000000"," 0.000000","     0.0000","  0.0000","  0.0000","0","0.000000e+00","0.000000","   0.000","   0.000000","   0.000","0","  0.0000","  0.0000"," 0.00000","0","0"," 0.00000","  0.0000","0","    0.000000","   0.000","  0.0000","    0.00","    0.00","0","0","  0.00000","0"," 0.00000","0","     0.0000"," 0.0000","0.00000","0","   0.000","0.000000","0","0","  0.0000","0.000000","0","0","0.000000","0.000000"," 0.00000","  0.000000","0","0","0","0.000000e+00"," 0.00000","    0.00","0","    0.00","    0.00000"," 0.00000","0","  0.000000","     0.00000","0.000000","   0.000","0","0","    0.0000","  0.0000","  0.0000","0.000000e+00","0","0","      0.0000","  0.000000","0.000000","0","  0.0000","0","     0.0","0","0","     0","0"," 0.00000","0","0","0","    0.00","      0","    0.00"," 0.00000","0","0","    0.00000","     0.0","0"," 0.00000","   0.000","    0.0000","0","    0.0000"," 0.00000","0.000000"," 0.00000","0","0"
"French Polynesia","     0.00"," 0.00000","0","     0.00000","0","   0.0000","      0.00","    0.00000","0.000000e+00","0","0","0","    0.00000","   0.000000","   0.0000","    0.00000"," 0.00000","0","   0.000000"," 0.000000","     0.0000","  0.0000","  0.0000","0","0.000000e+00","0.000000","   0.000","   0.000000","   0.000","0","  0.0000","  0.0000"," 0.00000","0","0"," 0.00000","  0.0000","0","    0.000000","   0.000","  0.0000","    0.00","    0.00","0","0","  0.00000","0"," 0.00000","0","     0.0000"," 0.0000","0.00000","0","   0.000","0.000000","0","0","  0.0000","0.000000","0","0","0.000000","0.000000"," 0.00000","  0.000000","0","0","0","0.000000e+00"," 0.00000","    0.00","0","    0.00","    0.00000"," 0.00000","0","  0.000000","     0.00000","0.000000","   0.000","0","0","    0.0000","  0.0000","  0.0000","0.000000e+00","0","0","      0.0000","  0.000000","0.000000","0","  0.0000","0","     0.0","0","0","     0","0"," 0.00000","0","0","0","    0.00","      0","    0.00"," 0.00000","0","0","    0.00000","     0.0","0"," 0.00000","   0.000","    0.0000","0","    0.0000"," 0.00000","0.000000"," 0.00000","0","0"
"France","     0.00"," 0.00000","0","     0.00000","0","   0.0000","      0.00"," 7001.12634","6.570302e+00","0","0","0","14747.51267","   0.000000","   0.0000","    0.00000"," 0.00000","0","   2.815844","83.536700","    70.3961","  0.0000","  0.0000","0","4.036043e+01","0.000000","   0.000","   4.693073","   0.000","0","  0.0000","  0.0000"," 0.00000","0","0"," 0.00000","  0.0000","0"," 1035.291909","   0.000","  0.0000","    0.00","    0.00","0","0","  0.00000","0"," 0.00000","0","     0.0000"," 0.0000","0.00000","0","   0.000","1.877229","0","0","  0.0000","0.000000","0","0","0.000000","0.000000"," 0.00000","  0.000000","0","0","0","2.293035e+03"," 0.00000","    0.00","0","    0.00","    0.00000"," 0.00000","0","  3.754458","    11.26338","0.000000","   0.000","0","0","    0.0000","  0.0000","  0.0000","1.207997e+03","0","0","      0.0000","  3.754458","0.000000","0","  0.0000","0","     0.0","0","0","     0","0"," 0.00000","0","0","0","    0.00","      0","    0.00"," 0.00000","0","0","    0.00000","     0.0","0"," 0.00000","   0.000","    0.0000","0","  206.4952"," 0.00000","3.754458"," 0.00000","0","0"
"Finland","     0.00"," 0.00000","0","     0.00000","0","   0.0000","      0.00","    0.00000","0.000000e+00","0","0","0","    0.00000","   0.000000","   0.0000","    0.00000"," 0.00000","0","   0.000000"," 0.000000","     0.0000","  0.0000","  0.0000","0","0.000000e+00","0.000000","   0.000","   0.000000","   0.000","0","  0.0000","  0.0000"," 0.00000","0","0"," 0.00000","  0.0000","0","    0.000000","   0.000","  0.0000","    0.00","    0.00","0","0","  0.00000","0"," 0.00000","0","     0.0000"," 0.0000","0.00000","0","   0.000","0.000000","0","0","  0.0000","0.000000","0","0","0.000000","0.000000"," 0.00000","  0.000000","0","0","0","0.000000e+00"," 0.00000","    0.00","0","    0.00","    0.00000"," 0.00000","0","  0.000000","     0.00000","0.000000","   0.000","0","0","    0.0000","  0.0000","  0.0000","0.000000e+00","0","0","      0.0000","  0.000000","0.000000","0","  0.0000","0","     0.0","0","0","     0","0"," 0.00000","0","0","0","    0.00","      0","    0.00"," 0.00000","0","0","    0.00000","     0.0","0"," 0.00000","   0.000","    0.0000","0","    0.0000"," 0.00000","0.000000"," 0.00000","0","0"
"Fiji","     0.00"," 0.00000","0","     0.00000","0","   0.0000","      0.00","    0.00000","0.000000e+00","0","0","0","    0.00000","   0.000000","   0.0000","    0.00000"," 0.00000","0","   0.000000"," 0.000000","     0.0000","  0.0000","  0.0000","0","0.000000e+00","0.000000","   0.000","   0.000000","   0.000","0","  0.0000","  0.0000"," 0.00000","0","0"," 0.00000","  0.0000","0","    0.000000","   0.000","  0.0000","    0.00","    0.00","0","0","  0.00000","0"," 0.00000","0","     0.0000"," 0.0000","0.00000","0","   0.000","0.000000","0","0","  0.0000","0.000000","0","0","0.000000","0.000000"," 0.00000","  0.000000","0","0","0","0.000000e+00"," 0.00000","    0.00","0","    0.00","    0.00000"," 0.00000","0","  0.000000","     0.00000","0.000000","   0.000","0","0","    0.0000","  0.0000","  0.0000","0.000000e+00","0","0","      0.0000","  0.000000","0.000000","0","  0.0000","0","     0.0","0","0","     0","0"," 0.00000","0","0","0","    0.00","      0","    0.00"," 0.00000","0","0","    0.00000","     0.0","0"," 0.00000","   0.000","    0.0000","0","    0.0000"," 0.00000","0.000000"," 0.00000","0","0"
"Faroe Islands","     0.00"," 0.00000","0","     0.00000","0","   0.0000","      0.00","    0.00000","0.000000e+00","0","0","0","    0.00000","   0.000000","   0.0000","    0.00000"," 0.00000","0","   0.000000"," 0.000000","     0.0000","  0.0000","  0.0000","0","0.000000e+00","0.000000","   0.000","   0.000000","   0.000","0","  0.0000","  0.0000"," 0.00000","0","0"," 0.00000","  0.0000","0","    0.000000","   0.000","  0.0000","    0.00","    0.00","0","0","  0.00000","0"," 0.00000","0","     0.0000"," 0.0000","0.00000","0","   0.000","0.000000","0","0","  0.0000","0.000000","0","0","0.000000","0.000000"," 0.00000","  0.000000","0","0","0","0.000000e+00"," 0.00000","    0.00","0","    0.00","    0.00000"," 0.00000","0","  0.000000","     0.00000","0.000000","   0.000","0","0","    0.0000","  0.0000","  0.0000","0.000000e+00","0","0","      0.0000","  0.000000","0.000000","0","  0.0000","0","     0.0","0","0","     0","0"," 0.00000","0","0","0","    0.00","      0","    0.00"," 0.00000","0","0","    0.00000","     0.0","0"," 0.00000","   0.000","    0.0000","0","    0.0000"," 0.00000","0.000000"," 0.00000","0","0"
"Estonia","     0.00"," 0.00000","0","     0.00000","0","   0.0000","      0.00","    0.00000","0.000000e+00","0","0","0","    0.00000","   0.000000","   0.0000","    0.00000"," 0.00000","0","   0.000000"," 0.000000","     0.0000","  0.0000","  0.0000","0","0.000000e+00","0.000000","   0.000","   0.000000","   0.000","0","  0.0000","  0.0000"," 0.00000","0","0"," 0.00000","  0.0000","0","    0.000000","   0.000","  0.0000","    0.00","    0.00","0","0","  0.00000","0"," 0.00000","0","     0.0000"," 0.0000","0.00000","0","   0.000","0.000000","0","0","  0.0000","0.000000","0","0","0.000000","0.000000"," 0.00000","  0.000000","0","0","0","0.000000e+00"," 0.00000","    0.00","0","    0.00","    0.00000"," 0.00000","0","  0.000000","     0.00000","0.000000","   0.000","0","0","    0.0000","  0.0000","  0.0000","0.000000e+00","0","0","      0.0000","  0.000000","0.000000","0","  0.0000","0","     0.0","0","0","     0","0"," 0.00000","0","0","0","    0.00","      0","    0.00"," 0.00000","0","0","    0.00000","     0.0","0"," 0.00000","   0.000","    0.0000","0","    0.0000"," 0.00000","0.000000"," 0.00000","0","0"
"El Salvador","     0.00"," 0.00000","0","     0.00000","0","   0.0000","      0.00","    0.00000","0.000000e+00","0","0","0","    0.00000","   0.000000","   0.0000","    0.00000"," 0.00000","0","   0.000000"," 0.000000","     0.0000","  0.0000","  0.0000","0","0.000000e+00","0.000000","   0.000","   0.000000","   0.000","0","  0.0000","  0.0000"," 0.00000","0","0"," 0.00000","  0.0000","0","    0.000000","   0.000","  0.0000","    0.00","    0.00","0","0","  0.00000","0"," 0.00000","0","     0.0000"," 0.0000","0.00000","0","   0.000","0.000000","0","0","  0.0000","0.000000","0","0","0.000000","0.000000"," 0.00000","  0.000000","0","0","0","0.000000e+00"," 0.00000","    0.00","0","    0.00","    0.00000"," 0.00000","0","  0.000000","     0.00000","0.000000","   0.000","0","0","    0.0000","  0.0000","  0.0000","0.000000e+00","0","0","      0.0000","  0.000000","0.000000","0","  0.0000","0","     0.0","0","0","     0","0"," 0.00000","0","0","0","    0.00","      0","    0.00"," 0.00000","0","0","    0.00000","     0.0","0"," 0.00000","   0.000","    0.0000","0","    0.0000"," 0.00000","0.000000"," 0.00000","0","0"
"Egypt","     0.00"," 0.00000","0","     0.00000","0","   0.0000","      0.00","    0.00000","0.000000e+00","0","0","0","    0.00000","   0.000000","   0.0000","    0.00000"," 0.00000","0","1744.972301"," 0.000000","     0.0000","  0.0000","872.4862","0","0.000000e+00","0.000000","   0.000","   0.000000","   0.000","0","  0.0000","  0.0000"," 0.00000","0","0"," 0.00000","  0.0000","0","    0.000000","   0.000","  0.0000","    0.00","22684.64","0","0","  0.00000","0"," 0.00000","0","     0.0000"," 0.0000","0.00000","0","   0.000","0.000000","0","0","  0.0000","0.000000","0","0","0.000000","0.000000"," 0.00000","  0.000000","0","0","0","0.000000e+00"," 0.00000","    0.00","0","    0.00","    0.00000"," 0.00000","0","  0.000000","     0.00000","0.000000","   0.000","0","0","    0.0000","  0.0000","  0.0000","2.268464e+04","0","0","      0.0000","  0.000000","0.000000","0","  0.0000","0","     0.0","0","0","     0","0"," 0.00000","0","0","0","    0.00","      0","    0.00"," 0.00000","0","0","    0.00000","     0.0","0"," 0.00000","   0.000","    0.0000","0","    0.0000"," 0.00000","0.000000"," 0.00000","0","0"
"Ecuador","     0.00"," 0.00000","0","     0.00000","0","   0.0000","      0.00","    0.00000","0.000000e+00","0","0","0","    0.00000","   0.000000","   0.0000","    0.00000"," 0.00000","0","   0.000000"," 0.000000","     0.0000","  0.0000","  0.0000","0","0.000000e+00","0.000000","   0.000","   0.000000","   0.000","0","  0.0000","  0.0000"," 0.00000","0","0"," 0.00000","  0.0000","0","    0.000000","   0.000","  0.0000","    0.00","    0.00","0","0","  0.00000","0"," 0.00000","0","     0.0000"," 0.0000","0.00000","0","   0.000","0.000000","0","0","  0.0000","0.000000","0","0","0.000000","0.000000"," 0.00000","  0.000000","0","0","0","0.000000e+00"," 0.00000","    0.00","0","    0.00","    0.00000"," 0.00000","0","  0.000000","     0.00000","0.000000","   0.000","0","0","    0.0000","  0.0000","  0.0000","0.000000e+00","0","0","      0.0000","  0.000000","0.000000","0","  0.0000","0","     0.0","0","0","     0","0"," 0.00000","0","0","0","    0.00","      0","    0.00"," 0.00000","0","0","    0.00000","     0.0","0"," 0.00000","   0.000","    0.0000","0","    0.0000"," 0.00000","0.000000"," 0.00000","0","0"
"Dominican Republic","     0.00"," 0.00000","0","     0.00000","0","   0.0000","      0.00","    0.00000","0.000000e+00","0","0","0","    0.00000","   0.000000","   0.0000","    0.00000"," 0.00000","0","   0.000000"," 0.000000","     0.0000","  0.0000","  0.0000","0","0.000000e+00","0.000000","   0.000","   0.000000","   0.000","0","  0.0000","  0.0000"," 0.00000","0","0"," 0.00000","  0.0000","0","    0.000000","   0.000","  0.0000","    0.00","    0.00","0","0","  0.00000","0"," 0.00000","0","     0.0000"," 0.0000","0.00000","0","   0.000","0.000000","0","0","  0.0000","0.000000","0","0","0.000000","0.000000"," 0.00000","  0.000000","0","0","0","0.000000e+00"," 0.00000","    0.00","0","    0.00","    0.00000"," 0.00000","0","  0.000000","     0.00000","0.000000","   0.000","0","0","    0.0000","  0.0000","  0.0000","0.000000e+00","0","0","      0.0000","  0.000000","0.000000","0","  0.0000","0","     0.0","0","0","     0","0"," 0.00000","0","0","0","    0.00","      0","    0.00"," 0.00000","0","0","    0.00000","     0.0","0"," 0.00000","   0.000","    0.0000","0","    0.0000"," 0.00000","0.000000"," 0.00000","0","0"
"Denmark","     0.00"," 0.00000","0","     0.00000","0","   0.0000","      0.00","    0.00000","0.000000e+00","0","0","0","    0.00000","   0.000000","   0.0000","    0.00000"," 0.00000","0","   0.000000"," 0.000000","     0.0000","  0.0000","  0.0000","0","0.000000e+00","0.000000","   0.000","   0.000000","   0.000","0","  0.0000","  0.0000"," 0.00000","0","0"," 0.00000","  0.0000","0","    0.000000","   0.000","  0.0000","    0.00","    0.00","0","0","  0.00000","0"," 0.00000","0","     0.0000"," 0.0000","0.00000","0","   0.000","0.000000","0","0","  0.0000","0.000000","0","0","0.000000","0.000000"," 0.00000","  0.000000","0","0","0","0.000000e+00"," 0.00000","    0.00","0","    0.00","    0.00000"," 0.00000","0","  0.000000","     0.00000","0.000000","   0.000","0","0","    0.0000","  0.0000","  0.0000","0.000000e+00","0","0","      0.0000","  0.000000","0.000000","0","  0.0000","0","     0.0","0","0","     0","0"," 0.00000","0","0","0","    0.00","      0","    0.00"," 0.00000","0","0","    0.00000","     0.0","0"," 0.00000","   0.000","    0.0000","0","    0.0000"," 0.00000","0.000000"," 0.00000","0","0"
"Azerbaijan","     0.00"," 0.00000","0","     0.00000","0","   0.0000","      0.00","    0.00000","0.000000e+00","0","0","0","    0.00000","   0.000000","   0.0000","    0.00000"," 0.00000","0","   0.000000"," 0.000000","     0.0000","  0.0000","  0.0000","0","0.000000e+00","0.000000","   0.000","   0.000000","   0.000","0","  0.0000","  0.0000"," 0.00000","0","0"," 0.00000","  0.0000","0","    0.000000","   0.000","  0.0000","    0.00","    0.00","0","0","  0.00000","0"," 0.00000","0","     0.0000"," 0.0000","0.00000","0","   0.000","0.000000","0","0","  0.0000","0.000000","0","0","0.000000","0.000000"," 0.00000","  0.000000","0","0","0","0.000000e+00"," 0.00000","    0.00","0","    0.00","    0.00000"," 0.00000","0","  0.000000","     0.00000","0.000000","   0.000","0","0","    0.0000","  0.0000","  0.0000","0.000000e+00","0","0","      0.0000","  0.000000","0.000000","0","  0.0000","0","     0.0","0","0","     0","0"," 0.00000","0","0","0","    0.00","      0","    0.00"," 0.00000","0","0","    0.00000","     0.0","0"," 0.00000","   0.000","    0.0000","0","    0.0000"," 0.00000","0.000000"," 0.00000","0","0"
"Cyprus","     0.00"," 0.00000","0","     0.00000","0","   0.0000","      0.00","    0.00000","0.000000e+00","0","0","0","    0.00000","   0.000000","   0.0000","    0.00000"," 0.00000","0","   0.000000"," 0.000000","     0.0000","  0.0000","  0.0000","0","0.000000e+00","0.000000","   0.000","   0.000000","   0.000","0","  0.0000","  0.0000"," 0.00000","0","0"," 0.00000","  0.0000","0","    0.000000","   0.000","  0.0000","    0.00","    0.00","0","0","  0.00000","0"," 0.00000","0","     0.0000"," 0.0000","0.00000","0","   0.000","0.000000","0","0","  0.0000","0.000000","0","0","0.000000","0.000000"," 0.00000","  0.000000","0","0","0","0.000000e+00"," 0.00000","    0.00","0","    0.00","    0.00000"," 0.00000","0","  0.000000","     0.00000","0.000000","   0.000","0","0","    0.0000","  0.0000","  0.0000","0.000000e+00","0","0","      0.0000","  0.000000","0.000000","0","  0.0000","0","     0.0","0","0","     0","0"," 0.00000","0","0","0","    0.00","      0","    0.00"," 0.00000","0","0","    0.00000","     0.0","0"," 0.00000","   0.000","    0.0000","0","    0.0000"," 0.00000","0.000000"," 0.00000","0","0"
