"","United States of America","Ukraine","United Kingdom","Uganda","United Arab Emirates","Turkey","Trinidad and Tobago","Thailand","United Republic of Tanzania","China, Taiwan Province of","Syrian Arab Republic","Switzerland","Sweden","Eswatini","Suriname","Sudan (former)","Spain","South Africa","Singapore","Slovakia","Slovenia","Saudi Arabia","Saint Helena, Ascension and Tristan da Cunha","Russian Federation","Romania","Zimbabwe","Qatar","Portugal","Poland","Philippines","Peru","Paraguay","Czechia","Panama","Norway","Nicaragua","New Zealand","The former Yugoslav Republic of Macedonia","New Caledonia","Netherlands Antilles (former)","Netherlands","Nepal","Republic of Moldova","Mozambique","Morocco","Mexico","Mauritius","Malta","Maldives","Malaysia","Malawi","China, Macao SAR","Lithuania","Lebanon","Lao People's Democratic Republic","Latvia","Kuwait","Republic of Korea","Democratic People's Republic of Korea","Cambodia","Kenya","Kyrgyzstan","Jordan","Japan","Jamaica","Kazakhstan","Italy","Israel","Ireland","Iraq","Iran (Islamic Republic of)","Indonesia","India","Iceland","Croatia","Hungary","China, Hong Kong SAR","Honduras","Guatemala","Guam","Greece","Ghana","Bosnia and Herzegovina","Germany","Gabon","French Polynesia","France","Finland","Fiji","Faroe Islands","Estonia","El Salvador","Egypt","Ecuador","Dominican Republic","Denmark","Azerbaijan","Cyprus","Cuba","Costa Rica","Congo","Colombia","China, mainland","Chile","Sri Lanka","Cayman Islands","Cabo Verde","Canada","Cameroon","Myanmar","Bulgaria","Brunei Darussalam","Aruba","Brazil","Bolivia (Plurinational State of)","Bangladesh","Barbados","Bahamas","Austria","Australia","Argentina","Angola","Algeria","Albania","Afghanistan"
"Brunei Darussalam","     0.00000","0","     0.00000","0","    0.0000","     0.0"," 0.00000","     0.0","0","  0.0000","    0.00","0.000000e+00","    0.0000","0","0.000000","     0.0","    0.000","    0.00000","0.0000000","  0.000","  0.0000","   0.00000","0","0","    0.0000","   0.000","  0.0000","0.000000e+00","0","   0.000","   0.00000","   0.000","0","0","0","0","0.000000","     0.0","0","0","    0.00000","  0.0000","0.000000","   0.00","   0.0000"," 0.00000"," 0.00000","0","0","    0.0000","0","0","0","0","0","0","  0.0000","0","0","0","  0.0000","0","0","    0.000000","0","      0","0.000000e+00","   0.000","  0.0000","0.000000","     0.00","     0.0","0","0","0.000000","     0.00000","0","0.000000","     0.0","0","     0.00000","0","   0.000","     0.00000","0","0","      0.0000"," 0.00000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","      0","0","0"," 0.00000","   0.000","      0.0000","     0.0","   0.00","0","0","  0.00000","0.000000","0","0.000000","0","0","  0.000","  0.0000","    0.000","0","0","     0.00000"," 0.00000","0","0","  0.0000","    0.00","0"
"Aruba","     0.00000","0","     0.00000","0","    0.0000","     0.0"," 0.00000","     0.0","0","  0.0000","    0.00","0.000000e+00","    0.0000","0","0.000000","     0.0","    0.000","    0.00000","0.0000000","  0.000","  0.0000","   0.00000","0","0","    0.0000","   0.000","  0.0000","0.000000e+00","0","   0.000","   0.00000","   0.000","0","0","0","0","0.000000","     0.0","0","0","    0.00000","  0.0000","0.000000","   0.00","   0.0000"," 0.00000"," 0.00000","0","0","    0.0000","0","0","0","0","0","0","  0.0000","0","0","0","  0.0000","0","0","    0.000000","0","      0","0.000000e+00","   0.000","  0.0000","0.000000","     0.00","     0.0","0","0","0.000000","     0.00000","0","0.000000","     0.0","0","     0.00000","0","   0.000","     0.00000","0","0","      0.0000"," 0.00000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","      0","0","0"," 0.00000","   0.000","      0.0000","     0.0","   0.00","0","0","  0.00000","0.000000","0","0.000000","0","0","  0.000","  0.0000","    0.000","0","0","     0.00000"," 0.00000","0","0","  0.0000","    0.00","0"
"Brazil","     0.00000","0","     0.00000","0","    0.0000","     0.0"," 0.00000","     0.0","0","  0.0000","    0.00","0.000000e+00","    0.0000","0","0.000000","     0.0","    0.000","    0.00000","0.0000000","  0.000","  0.0000","   0.00000","0","0","    0.0000","   0.000","  0.0000","0.000000e+00","0","   0.000","   0.00000","   0.000","0","0","0","0","0.000000","     0.0","0","0","    0.00000","  0.0000","0.000000","   0.00","   0.0000"," 0.00000"," 0.00000","0","0","    0.0000","0","0","0","0","0","0","  0.0000","0","0","0","  0.0000","0","0","    0.000000","0","      0","0.000000e+00","   0.000","  0.0000","0.000000","     0.00","     0.0","0","0","0.000000","     0.00000","0","0.000000","     0.0","0","     0.00000","0","   0.000","     0.00000","0","0","      0.0000"," 0.00000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","      0","0","0"," 0.00000","   0.000","      0.0000","     0.0","   0.00","0","0","  0.00000","0.000000","0","0.000000","0","0","  0.000","  0.0000","    0.000","0","0","     0.00000"," 0.00000","0","0","  0.0000","    0.00","0"
"Bolivia (Plurinational State of)","     0.00000","0","     0.00000","0","    0.0000","     0.0"," 0.00000","     0.0","0","  0.0000","    0.00","0.000000e+00","    0.0000","0","0.000000","     0.0","    0.000","    0.00000","0.0000000","  0.000","  0.0000","   0.00000","0","0","    0.0000","   0.000","  0.0000","0.000000e+00","0","   0.000","   0.00000","   0.000","0","0","0","0","0.000000","     0.0","0","0","    0.00000","  0.0000","0.000000","   0.00","   0.0000"," 0.00000"," 0.00000","0","0","    0.0000","0","0","0","0","0","0","  0.0000","0","0","0","  0.0000","0","0","    0.000000","0","      0","0.000000e+00","   0.000","  0.0000","0.000000","     0.00","     0.0","0","0","0.000000","     0.00000","0","0.000000","     0.0","0","     0.00000","0","   0.000","     0.00000","0","0","      0.0000"," 0.00000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","      0","0","0"," 0.00000","   0.000","      0.0000","     0.0","   0.00","0","0","  0.00000","0.000000","0","0.000000","0","0","  0.000","  0.0000","    0.000","0","0","     0.00000"," 0.00000","0","0","  0.0000","    0.00","0"
"Bangladesh","     0.00000","0","     0.00000","0","    0.0000","     0.0"," 0.00000","     0.0","0","  0.0000","    0.00","0.000000e+00","    0.0000","0","0.000000","     0.0","    0.000","    0.00000","0.0000000","  0.000","  0.0000","   0.00000","0","0","    0.0000","   0.000","  0.0000","0.000000e+00","0","   0.000","   0.00000","   0.000","0","0","0","0","0.000000","     0.0","0","0","    0.00000","  0.0000","0.000000","   0.00","   0.0000"," 0.00000"," 0.00000","0","0","    0.0000","0","0","0","0","0","0","  0.0000","0","0","0","  0.0000","0","0","    0.000000","0","      0","0.000000e+00","   0.000","  0.0000","0.000000","     0.00","     0.0","0","0","0.000000","     0.00000","0","0.000000","     0.0","0","     0.00000","0","   0.000","     0.00000","0","0","      0.0000"," 0.00000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","      0","0","0"," 0.00000","   0.000","      0.0000","     0.0","   0.00","0","0","  0.00000","0.000000","0","0.000000","0","0","  0.000","  0.0000","    0.000","0","0","     0.00000"," 0.00000","0","0","  0.0000","    0.00","0"
"Barbados","     0.00000","0","     0.00000","0","    0.0000","     0.0"," 0.00000","     0.0","0","  0.0000","    0.00","0.000000e+00","    0.0000","0","0.000000","     0.0","    0.000","    0.00000","0.0000000","  0.000","  0.0000","   0.00000","0","0","    0.0000","   0.000","  0.0000","0.000000e+00","0","   0.000","   0.00000","   0.000","0","0","0","0","0.000000","     0.0","0","0","    0.00000","  0.0000","0.000000","   0.00","   0.0000"," 0.00000"," 0.00000","0","0","    0.0000","0","0","0","0","0","0","  0.0000","0","0","0","  0.0000","0","0","    0.000000","0","      0","0.000000e+00","   0.000","  0.0000","0.000000","     0.00","     0.0","0","0","0.000000","     0.00000","0","0.000000","     0.0","0","     0.00000","0","   0.000","     0.00000","0","0","      0.0000"," 0.00000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","      0","0","0"," 0.00000","   0.000","      0.0000","     0.0","   0.00","0","0","  0.00000","0.000000","0","0.000000","0","0","  0.000","  0.0000","    0.000","0","0","     0.00000"," 0.00000","0","0","  0.0000","    0.00","0"
"Bahamas","     0.00000","0","     0.00000","0","    0.0000","     0.0"," 0.00000","     0.0","0","  0.0000","    0.00","0.000000e+00","    0.0000","0","0.000000","     0.0","    0.000","    0.00000","0.0000000","  0.000","  0.0000","   0.00000","0","0","    0.0000","   0.000","  0.0000","0.000000e+00","0","   0.000","   0.00000","   0.000","0","0","0","0","0.000000","     0.0","0","0","    0.00000","  0.0000","0.000000","   0.00","   0.0000"," 0.00000"," 0.00000","0","0","    0.0000","0","0","0","0","0","0","  0.0000","0","0","0","  0.0000","0","0","    0.000000","0","      0","0.000000e+00","   0.000","  0.0000","0.000000","     0.00","     0.0","0","0","0.000000","     0.00000","0","0.000000","     0.0","0","     0.00000","0","   0.000","     0.00000","0","0","      0.0000"," 0.00000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","      0","0","0"," 0.00000","   0.000","      0.0000","     0.0","   0.00","0","0","  0.00000","0.000000","0","0.000000","0","0","  0.000","  0.0000","    0.000","0","0","     0.00000"," 0.00000","0","0","  0.0000","    0.00","0"
"Austria","     0.00000","0","     0.00000","0","    0.0000","     0.0"," 0.00000","     0.0","0","  0.0000","    0.00","0.000000e+00","    0.0000","0","0.000000","     0.0","    0.000","    0.00000","0.0000000","  0.000","  0.0000","   0.00000","0","0","    0.0000","   0.000","  0.0000","0.000000e+00","0","   0.000","   0.00000","   0.000","0","0","0","0","0.000000","     0.0","0","0","    0.00000","  0.0000","0.000000","   0.00","   0.0000"," 0.00000"," 0.00000","0","0","    0.0000","0","0","0","0","0","0","  0.0000","0","0","0","  0.0000","0","0","    0.000000","0","      0","0.000000e+00","   0.000","  0.0000","0.000000","     0.00","     0.0","0","0","0.000000","     0.00000","0","0.000000","     0.0","0","     0.00000","0","   0.000","     0.00000","0","0","      0.0000"," 0.00000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","      0","0","0"," 0.00000","   0.000","      0.0000","     0.0","   0.00","0","0","  0.00000","0.000000","0","0.000000","0","0","  0.000","  0.0000","    0.000","0","0","     0.00000"," 0.00000","0","0","  0.0000","    0.00","0"
"Australia","     0.00000","0","     0.00000","0","    0.0000","     0.0"," 0.00000","     0.0","0","  0.0000","    0.00","0.000000e+00","    0.0000","0","0.000000","     0.0","    0.000","    0.00000","0.0000000","  0.000","  0.0000","   0.00000","0","0","    0.0000","   0.000","  0.0000","0.000000e+00","0","   0.000","   0.00000","   0.000","0","0","0","0","0.000000","     0.0","0","0","    0.00000","  0.0000","0.000000","   0.00","   0.0000"," 0.00000"," 0.00000","0","0","    0.0000","0","0","0","0","0","0","  0.0000","0","0","0","  0.0000","0","0","    0.000000","0","      0","0.000000e+00","   0.000","  0.0000","0.000000","     0.00","     0.0","0","0","0.000000","     0.00000","0","0.000000","     0.0","0","     0.00000","0","   0.000","     0.00000","0","0","      0.0000"," 0.00000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","      0","0","0"," 0.00000","   0.000","      0.0000","     0.0","   0.00","0","0","  0.00000","0.000000","0","0.000000","0","0","  0.000","  0.0000","    0.000","0","0","     0.00000"," 0.00000","0","0","  0.0000","    0.00","0"
"Argentina","  8483.31713","0","  2724.45510","0","73904.1405","229322.9"," 0.00000","146734.7","0","677.4815","75157.94","0.000000e+00","  297.0372","0","0.000000","     0.0"," 9193.085","55133.22064","0.5381108","  0.000","  0.0000","3333.05844","0","0"," 9498.7323","   0.000","  0.0000","2.098632e+03","0","7247.815","9329.76546","3297.543","0","0","0","0","0.000000","     0.0","0","0"," 2824.00560","  0.0000","0.000000","   0.00"," 378.2919","27.98176"," 0.00000","0","0","18187.6077","0","0","0","0","0","0","  0.0000","0","0","0","  0.0000","0","0","11395.034798","0","      0","4.279595e+04","7103.063","185.6482","0.000000"," 94476.66","114220.5","0","0","0.000000","     0.00000","0","0.000000","     0.0","0"," 28561.84629","0","   0.000","   588.15513","0","0","      0.0000"," 0.00000","0","0","  0.0000","0","234686.3","0","0","6.161369e+02","0","      0","0","0"," 0.00000","8749.682","4928216.4082","117283.4","   0.00","0","0","260.98375","0.000000","0","0.000000","0","0","140.985","793.7135","80876.981","0","0","     0.00000"," 0.00000","0","0","  0.0000","    0.00","0"
"Angola","     0.00000","0","     0.00000","0","    0.0000","     0.0"," 0.00000","     0.0","0","  0.0000","    0.00","0.000000e+00","    0.0000","0","0.000000","     0.0","    0.000","    0.00000","0.0000000","  0.000","  0.0000","   0.00000","0","0","    0.0000","   0.000","  0.0000","0.000000e+00","0","   0.000","   0.00000","   0.000","0","0","0","0","0.000000","     0.0","0","0","    0.00000","  0.0000","0.000000","   0.00","   0.0000"," 0.00000"," 0.00000","0","0","    0.0000","0","0","0","0","0","0","  0.0000","0","0","0","  0.0000","0","0","    0.000000","0","      0","0.000000e+00","   0.000","  0.0000","0.000000","     0.00","     0.0","0","0","0.000000","     0.00000","0","0.000000","     0.0","0","     0.00000","0","   0.000","     0.00000","0","0","      0.0000"," 0.00000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","      0","0","0"," 0.00000","   0.000","      0.0000","     0.0","   0.00","0","0","  0.00000","0.000000","0","0.000000","0","0","  0.000","  0.0000","    0.000","0","0","     0.00000"," 0.00000","0","0","  0.0000","    0.00","0"
"Algeria","     0.00000","0","     0.00000","0","    0.0000","     0.0"," 0.00000","     0.0","0","  0.0000","    0.00","0.000000e+00","    0.0000","0","0.000000","     0.0","    0.000","    0.00000","0.0000000","  0.000","  0.0000","   0.00000","0","0","    0.0000","   0.000","  0.0000","0.000000e+00","0","   0.000","   0.00000","   0.000","0","0","0","0","0.000000","     0.0","0","0","    0.00000","  0.0000","0.000000","   0.00","   0.0000"," 0.00000"," 0.00000","0","0","    0.0000","0","0","0","0","0","0","  0.0000","0","0","0","  0.0000","0","0","    0.000000","0","      0","0.000000e+00","   0.000","  0.0000","0.000000","     0.00","     0.0","0","0","0.000000","     0.00000","0","0.000000","     0.0","0","     0.00000","0","   0.000","     0.00000","0","0","      0.0000"," 0.00000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","      0","0","0"," 0.00000","   0.000","      0.0000","     0.0","   0.00","0","0","  0.00000","0.000000","0","0.000000","0","0","  0.000","  0.0000","    0.000","0","0","     0.00000"," 0.00000","0","0","  0.0000","    0.00","0"
"Albania","     0.00000","0","     0.00000","0","    0.0000","     0.0"," 0.00000","     0.0","0","  0.0000","    0.00","0.000000e+00","    0.0000","0","0.000000","     0.0","    0.000","    0.00000","0.0000000","  0.000","  0.0000","   0.00000","0","0","    0.0000","   0.000","  0.0000","0.000000e+00","0","   0.000","   0.00000","   0.000","0","0","0","0","0.000000","     0.0","0","0","    0.00000","  0.0000","0.000000","   0.00","   0.0000"," 0.00000"," 0.00000","0","0","    0.0000","0","0","0","0","0","0","  0.0000","0","0","0","  0.0000","0","0","    0.000000","0","      0","0.000000e+00","   0.000","  0.0000","0.000000","     0.00","     0.0","0","0","0.000000","     0.00000","0","0.000000","     0.0","0","     0.00000","0","   0.000","     0.00000","0","0","      0.0000"," 0.00000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","      0","0","0"," 0.00000","   0.000","      0.0000","     0.0","   0.00","0","0","  0.00000","0.000000","0","0.000000","0","0","  0.000","  0.0000","    0.000","0","0","     0.00000"," 0.00000","0","0","  0.0000","    0.00","0"
"Afghanistan","     0.00000","0","     0.00000","0","    0.0000","     0.0"," 0.00000","     0.0","0","  0.0000","    0.00","0.000000e+00","    0.0000","0","0.000000","     0.0","    0.000","    0.00000","0.0000000","  0.000","  0.0000","   0.00000","0","0","    0.0000","   0.000","  0.0000","0.000000e+00","0","   0.000","   0.00000","   0.000","0","0","0","0","0.000000","     0.0","0","0","    0.00000","  0.0000","0.000000","   0.00","   0.0000"," 0.00000"," 0.00000","0","0","    0.0000","0","0","0","0","0","0","  0.0000","0","0","0","  0.0000","0","0","    0.000000","0","      0","0.000000e+00","   0.000","  0.0000","0.000000","     0.00","     0.0","0","0","0.000000","     0.00000","0","0.000000","     0.0","0","     0.00000","0","   0.000","     0.00000","0","0","      0.0000"," 0.00000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","      0","0","0"," 0.00000","   0.000","      0.0000","     0.0","   0.00","0","0","  0.00000","0.000000","0","0.000000","0","0","  0.000","  0.0000","    0.000","0","0","     0.00000"," 0.00000","0","0","  0.0000","    0.00","0"
