"","Turkmenistan","Syrian Arab Republic","Switzerland","Sweden","Eswatini","Suriname","Spain","South Africa","Singapore","Slovakia","Slovenia","Saudi Arabia","Sao Tome and Principe","Russian Federation","Romania","Zimbabwe","Qatar","Guinea-Bissau","Portugal","Poland","Philippines","Peru","Paraguay","Papua New Guinea","Czechia","Panama","Norway","Niger","Nicaragua","New Zealand","The former Yugoslav Republic of Macedonia","New Caledonia","Netherlands","Nepal","Republic of Moldova","Micronesia (Federated States of)","Mozambique","Morocco","Mongolia","Mexico","Mauritius","Mauritania","Malta","Maldives","Malaysia","Malawi","Madagascar","China, Macao SAR","Lithuania","Libya","Lebanon","Lao People's Democratic Republic","Latvia","Kuwait","Republic of Korea","Democratic People's Republic of Korea","Cambodia","Kenya","Kyrgyzstan","Jordan","Japan","Jamaica","Kazakhstan","Côte d'Ivoire","Italy","Israel","Ireland","Iraq","Iran (Islamic Republic of)","Indonesia","India","Iceland","Croatia","Hungary","China, Hong Kong SAR","Honduras","Guatemala","Guam","Greece","Ghana","Bosnia and Herzegovina","Germany","Gabon","French Polynesia","France","Finland","Fiji","Faroe Islands","Estonia","El Salvador","Egypt","Ecuador","Dominican Republic","Denmark","Azerbaijan","Cyprus","Cuba","Costa Rica","Congo","Colombia","China, mainland","Chile","Sri Lanka","Cabo Verde","Canada","Cameroon","Myanmar","Bulgaria","Brunei Darussalam","Solomon Islands","Belize","Aruba","Brazil","Bolivia (Plurinational State of)","Bangladesh","Barbados","Austria","Australia","Argentina","Angola","Algeria","Albania","Afghanistan"
"Guatemala","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Guam","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Greece","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","   457.7717","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Ghana","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Bosnia and Herzegovina","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Germany","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Gabon","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"French Polynesia","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"France","  0.0000","   0.00"," 1963.49791","0.000000e+00"," 0.00000","0","8475.3733","3.414185e-01","0.000000","  3.072767","  0.00000","  0.682837","0","42.335896","   77.5020","0","   0.0000","0","4.510139e+02","23.557878","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.3414185","   37.897456","   0.000","0.3414185","0","    0.0000","    0.0000","0","0","  0.0000","0.3414185","0","0","    0.00000","  0.0000","   0.00","0","0","0","3.414185e-01","0","0","   0.0000","   6.82837","   0.000","0","    0.000000","0.0000000","3.072767"," 0.00000","0","  0.0000","0","  2210.3435","13.99816","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.3414185","   13.31532","7.511207","0","0","0","   0.682837"," 0.0000","  0.0000","1.160482e+03","0","0","0.000000e+00","2.048511","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","    22.1922","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","   202.8026"," 0.0000","0","  0.0000","0","0","0"
"Finland","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Fiji","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Faroe Islands","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Estonia","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"El Salvador","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Egypt","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","9985.8250","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","24409.7944","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","8321.5208","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Ecuador","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Dominican Republic","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Denmark","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Azerbaijan","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Cyprus","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Cuba","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Costa Rica","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Congo","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
